#ORF	Gene	Heat 0' (A)	Heat 0' (A) Call	Heat 0' (B)	Heat 0' (B) Call	Heat 15'	Heat 15' Call	Heat 30'	Heat 30' Call	Heat 45'	Heat 45' Call	Heat 60'	Heat 60' Call	Heat 120'	Heat 120' Call	Acid 0' (A)	Acid 0' (A) Call	Acid 0' (B)	Acid 0' (B) Call	Acid 10'	Acid 10' Call	Acid 20'	Acid 20' Call	Acid 40'	Acid 40' Call	Acid 60'	Acid 60' Call	Acid 80'	Acid 80' Call	Acid 100'	Acid 100' Call	Alkali 0' (A)	Alkali 0' (A) Call	Alkali 0' (B)	Alkali 0' (B) Call	Alkali 10'	Alkali 10' Call	Alkali 20'	Alkali 20' Call	Alkali 40'	Alkali 40' Call	Alkali 60'	Alkali 60' Call	Alkali 80'	Alkali 80' Call	Alkali 100'	Alkali 100' Call	msn2/4 acid 0'	msn2/4 acid 0' Call	msn2/4 acid 10'	msn2/4 acid 10' Call	msn2/4 acid 20'	msn2/4 acid 20' Call	Peroxide 0' (A)	Peroxide 0' (A) Call	Peroxide 0' (B)	Peroxide 0' (B) Call	Peroxide 10'	Peroxide 10' Call	Peroxide 20'	Peroxide 20' Call	Peroxide 40'	Peroxide 40' Call	Peroxide 60'	Peroxide 60' Call	Peroxide 120'	Peroxide 120' Call	NaCl 0'	NaCl 0' Call	NaCl 15'	NaCl 15' Call	NaCl 30'	NaCl 30' Call	NaCl 45'	NaCl 45' Call	NaCl 60'	NaCl 60' Call	NaCl 120'	NaCl 120' Call	Sorbitol 0'	Sorbitol 0' Call	Sorbitol 15'	Sorbitol 15' Call	Sorbitol 30'	Sorbitol 30' Call	Sorbitol 45'	Sorbitol 45' Call	Sorbitol 90'	Sorbitol 90' Call	Sorbitol 120'	Sorbitol 120' Call
orf	gene	heat.0min.a	heat.0min.a.call	heat.0min.b	heat.0min.b.call	heat.15min	heat.15min.call	heat.30min	heat.30min.call	heat.45min	heat.45min.call	heat.60min	heat.60min.call	heat.120min	heat.120min.call	acid.0min.a	acid.0min.a.call	acid.0min.b	acid.0min.b.call	acid.10min	acid.10min.call	acid.20min	acid.20min.call	acid.40min	acid.40min.call	acid.60min	acid.60min.call	acid.80min	acid.80min.call	acid.100min	acid.100min.call	alkali.0min.a	alkali.0min.a.call	alkali.0min.b	alkali.0min.b.call	alkali.10min	alkali.10min.call	alkali.20min	alkali.20min.call	alkali.40min	alkali.40min.call	alkali.60min	alkali.60min.call	alkali.80min	alkali.80min.call	alkali.100min	alkali.100min.call	msn2/4.acid.0min	msn2/4.acid.0min.call	msn2/4.acid.10min	msn2/4.acid.10min.call	msn2/4.acid.20min	msn2/4.acid.20min.call	peroxide.0min.a	peroxide.0min.a.call	peroxide.0min.b	peroxide.0min.b.call	peroxide.10min	peroxide.10min.call	peroxide.20min	peroxide.20min.call	peroxide.40min	peroxide.40min.call	peroxide.60min	peroxide.60min.call	peroxide.120min	peroxide.120min.call	nacl.0min	nacl.0min.call	nacl.15min	nacl.15min.call	nacl.30min	nacl.30min.call	nacl.45min	nacl.45min.call	nacl.60min	nacl.60min.call	nacl.120min	nacl.120min.call	sorbitol.0min	sorbitol.0min.call	sorbitol.15min	sorbitol.15min.call	sorbitol.30min	sorbitol.30min.call	sorbitol.45min	sorbitol.45min.call	sorbitol.90min	sorbitol.90min.call	sorbitol.120min	sorbitol.120min.call
YKL150W	MCR1	915.9	P	628.3	P	2354.9	P	1295.5	P	779.8	P	733.9	P	874.2	P	361.7	P	345.8	P	1182.5	P	794	P	634	P	849.3	P	658.4	P	649.1	P	361.7	P	345.8	P	1349.1	P	168.1	A	362.9	P	423.8	P	450.5	P	647.8	P	1168.4	P	884.3	P	534.5	P	290	P	390.1	P	368	P	469.6	P	598.7	P	973.2	P	525	P	497	P	1224.3	P	5579.7	P	4608.2	P	3852.7	P	1333.6	P	497	P	1466.2	P	2861.5	P	1791.2	P	659.9	P	868.7	P
YKL151C	YKL151C	188.3	P	123.3	P	2982.8	P	1387.9	P	658.4	P	531.3	P	784.1	P	329.5	P	315.9	P	1069.8	P	735.2	P	872.9	P	881.4	P	513.7	P	611.1	P	329.5	P	315.9	P	1635.9	P	1043.9	P	599.8	P	769.4	P	610.9	P	1033.6	P	1145.5	P	199	P	414.5	P	203.3	P	271.1	P	387.4	P	566.2	P	806.2	P	1666.8	P	584.6	P	630	P	805.3	P	4795.8	P	4607.1	P	3975.5	P	768.3	P	630	P	1336	P	3354.1	P	2808.9	P	401.5	P	965.1	P
YKL152C	GPM1	8903.4	P	3949	P	5151.4	P	6686.8	P	5297.7	P	4476.6	P	8641.3	P	10796.7	P	7328.1	P	16846.8	P	9265.6	P	8542	P	6272.6	P	6647.9	P	10436.4	P	10796.7	P	7328.1	P	16579.5	P	16135.4	P	6336.6	P	11139.7	P	2664.2	P	7569.3	P	17420.4	P	13618.3	P	10543.3	P	6693.8	P	7014.2	P	13701.9	P	5496.1	P	3907.2	P	9077.4	P	1929.8	P	16247	P	10570.7	P	12590	P	15747.4	P	22476	P	27334.3	P	16247	P	13562.4	P	20466	P	19065.1	P	16153.2	P	14218.2	P
YKL153W	YKL153W	253.7	P	195.6	P	232.3	P	302	P	283.7	P	181.8	P	218.5	P	91.7	P	186.4	P	163.7	P	72.3	P	72	P	115.6	P	99.1	P	107.3	P	91.7	P	186.4	P	116.6	P	133.1	A	44.7	P	97.8	P	136	P	99.7	P	132.9	P	176.9	P	95.5	P	122.3	P	116.2	P	182.1	P	131.1	P	164.6	P	151.3	P	72.7	P	654	P	426.8	P	677.3	P	685.5	P	620.4	P	252	P	654	P	278.8	P	234.3	P	309.4	P	208.3	P	299.6	P
YKL154W	SR1102	333.5	P	167.7	P	365.4	P	431	P	476.4	P	386.1	P	394.7	P	443.5	P	216.3	P	316.6	P	264.7	P	271.1	P	408.6	P	321.2	P	290.8	P	443.5	P	216.3	P	226.9	P	308.3	P	166.2	P	309.7	P	284.9	P	248.2	P	444.4	P	368.5	P	275.4	P	317.1	P	424.6	P	209.2	P	87.6	P	128.3	P	274	P	270.8	P	455	P	353	P	348.3	P	328.1	P	368.6	P	428.2	P	455	P	134.8	P	191.9	A	162.8	A	216.5	A	279.9	P
YKL155C	YKL155C	75	P	20	A	188.1	P	176.9	P	185.6	P	181	P	145.7	P	151.1	P	66.9	A	145.5	P	172.8	P	173	P	176	P	99.1	P	20	A	151.1	P	66.9	A	53.6	P	21	A	49.2	P	65.2	P	56.5	A	44.3	P	123.7	P	213.7	P	128.2	P	46.9	A	48.4	A	20	A	20	A	30.7	P	68.5	P	117.4	P	94	P	146	P	124.3	P	56.5	A	119.8	A	95.4	A	94	P	96.9	P	335.8	A	105.8	P	20	A	93.3	A
YKL156W	RPS27A	6672.7	P	4878.9	P	5036.9	P	7652.4	P	8064.8	P	5776.8	P	4978.9	P	8913.9	P	9243.4	P	8117.7	P	5377.8	P	5393.5	P	7053.8	P	5564.6	P	3424	P	8913.9	P	9243.4	P	7400.9	P	4484	P	3066.9	P	3462.2	P	5524.8	P	5216	P	9956.5	P	6219.6	P	6987	P	6872.9	P	7070.9	P	3591.1	P	1369.7	P	778.3	P	675	P	3576.6	P	8221	P	4495.3	P	2901.9	P	2086.8	P	5707.7	P	3420.8	P	8221	P	1570.5	P	1583	P	5149.6	P	4807.9	P	3604.3	P
YKL157W	APE2	789.8	P	550.2	P	1361.5	P	1840.4	P	1327.4	P	889.2	P	894.1	P	1134.7	P	1447.1	P	1651.9	P	1739.9	P	1525.2	P	1490.4	P	1101.5	P	1132.1	P	1134.7	P	1447.1	P	2780.1	P	1394.2	P	1974.6	P	1780	P	2145.7	P	2548	P	1237.1	P	1171.7	P	1780.8	P	968.2	P	854.8	P	716.7	P	763.1	P	1011.5	P	779.2	P	921.1	P	1482	P	874.8	P	1518.8	P	1362.3	P	2282.8	P	1010.6	P	1482	P	1054.4	P	1872.6	P	2233.5	P	1296.5	P	769.2	P
YKL158W	YKL158W	20	A	25.1	A	20	A	28.7	A	20	A	20	A	20	A	27.3	A	153.7	A	109.2	P	64.9	P	20	A	29.6	P	49	P	20	A	27.3	A	153.7	A	107.2	A	20	A	137.8	P	127.1	A	125.8	P	42.5	A	50.4	A	51.6	A	35.5	A	66.8	P	77.5	P	73.6	P	28.5	A	22.9	P	30	A	43.8	A	213	P	163.8	A	105.9	A	30.4	A	104.7	A	20	A	213	P	76.6	A	156.8	A	95	A	20	A	20	A
YKL159C	YKL159C	95.7	P	87.7	P	200.2	P	192	P	172.9	P	170.2	P	184.1	P	86.7	P	75.4	A	94.6	P	107.8	P	108.7	P	102.8	P	88.9	P	100.4	P	86.7	P	75.4	A	302.6	P	231.2	P	198.9	P	202.1	P	205.3	P	300.9	P	73.3	A	213.7	P	30	A	49.8	A	74.7	P	69.7	A	98.1	P	76.4	P	57.1	A	74.5	P	161	P	29.8	A	189.5	P	70.6	A	20	A	124.8	A	161	P	115.4	P	245.4	P	133	P	137.3	A	155.5	A
YKL160W	YKL160W	884	P	575.3	P	643.3	P	1032.5	P	1201.8	P	1252	P	1556.3	P	1038.1	P	687.3	P	1357.2	P	711.9	P	1122.5	P	1066.4	P	858.9	P	933	P	1038.1	P	687.3	P	885.7	P	805.7	P	776.4	P	1147.6	P	1019	P	1099.1	P	1136.3	P	1252.8	P	867.2	P	833.2	P	1000.1	P	821.3	P	656.8	P	474.2	P	623.6	P	558.3	P	2352	P	2541.5	P	2217.6	P	1375.3	P	2452.7	P	1957.5	P	2352	P	940.8	P	1391.1	P	1700.3	P	1648	P	1462.7	P
YKL161C	YKL161C	30.3	P	20	A	131.3	P	246.2	P	169.4	P	118.7	P	137.8	P	27.3	A	20	A	76.4	P	41.7	A	36.8	P	29.6	A	27.3	P	22.5	A	27.3	A	20	A	20	A	140.1	A	20	A	20	A	34.7	A	73.8	P	55	A	213.7	P	300	P	106.6	P	20	A	20	A	20	A	20	A	31.4	A	41.2	P	20	A	38.3	P	102.8	P	88	A	91	A	56.3	A	20	A	20	A	103.3	A	142.5	A	23.3	A	20	A
YKL162C	YKL162C	20	A	20	A	50.3	P	68.5	P	54.3	P	44.8	P	76.8	P	20	A	20	A	72.8	P	50.2	P	56.7	P	42.4	P	50.1	P	32.9	P	20	A	20	A	20	A	224.2	P	49.9	P	20	A	44.9	P	27.7	A	22.9	A	20	A	76.4	P	56.9	P	34.6	A	23.2	A	56.2	P	72.5	P	112.7	P	485.5	P	26	A	20	A	46	A	70.6	A	44	A	20	A	26	A	20	A	180.8	A	86.8	A	45.4	A	87.1	A
YKL162C-A	YKL162C-A	48	A	24.8	A	41.4	A	90.2	A	216.9	A	163.9	A	20	A	20	A	94.1	A	166.9	A	133.8	A	102.6	A	NA	NA	NA	NA	NA	NA	20	A	94.1	A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YKL163W	PIR3	486.7	P	245.7	P	2252	P	3919	P	2237.1	P	1636.4	P	1941.8	P	505.4	P	2033.4	P	1069.8	P	919	P	767.2	P	741.4	P	692.6	P	476	P	505.4	P	2033.4	P	2849.4	P	742.7	A	1806.9	P	723.7	P	1677.3	P	1961.1	P	884.3	P	707.4	P	940.9	P	402.4	P	468.9	P	573.3	P	801.3	P	923.9	P	969	P	875.5	P	213	P	31.2	P	294.6	P	482.3	P	937.4	P	611.7	P	213	P	192	P	516.6	P	670.3	P	139.7	A	79.8	P
YKL164C	PIR1	4067.1	P	1886.8	P	5149.1	P	3774	P	2320.4	P	1990.1	P	3133.9	P	4328.1	P	6399	P	4741.1	P	4240.7	P	3713.6	P	3745.3	P	3586	P	2355.9	P	4328.1	P	6399	P	10978.4	P	4666.2	P	2713	P	1515.9	P	3907.8	P	4512.8	P	3523.5	P	4089.9	P	4216.2	P	4827	P	4662.8	P	2583.9	P	1842.3	P	1323.4	P	1214.4	P	489	P	11505	P	3302.8	P	4556.4	P	5148.1	P	7206.3	P	4580.6	P	11505	P	7128.8	P	10920.3	P	10042.7	P	7825.8	P	16425.1	P
YKL165C	MCD4	939.8	P	610.9	P	1419.2	P	3733.4	P	3863	P	2315.5	P	1019.9	P	592.1	P	883.6	P	571.3	P	610.2	P	588	P	900.7	P	550.2	P	20	A	592.1	P	883.6	P	513.8	P	455.4	P	283.9	P	430.3	P	798.2	P	763.2	P	600.2	P	604.3	P	1099.1	P	509	P	554.7	P	124	P	41.2	A	82	P	189.8	P	370.7	P	1312	P	690.5	P	715.7	P	783.2	P	1114.9	P	964.1	P	1312	P	302.8	P	763.8	P	1327.1	P	1695.7	P	1549.7	P
YKL166C	TPK3	105.3	P	75.2	P	165.7	P	253.4	P	254.1	P	215.9	P	197.4	P	223	P	209.2	P	123.7	P	120.1	P	154.7	P	168.3	P	121.9	P	126.4	P	223	P	209.2	P	100.9	A	35	P	78.2	P	101.1	P	78.3	P	109.8	P	164.9	P	206.3	P	229.1	P	129.4	P	95.4	P	31	A	20	A	20	A	20	A	56.1	P	203	P	231.8	P	386.6	P	433.4	P	482.3	P	20	A	203	P	152.3	A	155	A	346	A	316.6	A	335.9	P
YKL167C	MRP49	103.7	P	139.7	P	526.5	P	538.6	P	444.6	P	342.9	P	290.1	P	257.7	P	204.9	P	316.6	P	371.3	P	277.2	P	319.9	P	236.9	P	256.2	P	257.7	P	204.9	P	403.5	P	238.2	P	142.3	P	247.8	P	216.9	P	214.1	P	279.5	P	294.8	P	368.2	P	221.8	P	200.6	P	251.8	P	116.1	P	263.9	P	169.8	P	113.1	P	1427	P	1334.9	P	2158.6	P	3471.9	P	2035.6	P	1392.3	P	1427	P	1324	P	2129.1	P	2430.3	P	1794.7	P	1506.2	P
YKL168C	KKQ8	62.2	P	69.4	P	205.7	P	167.3	P	133.4	P	132	P	178.8	P	138.7	P	176.4	P	214.7	P	183.8	P	122.5	P	159.3	P	121.9	P	147.1	P	138.7	P	176.4	P	308.9	P	126.1	P	169.1	P	163	P	179.7	P	160.6	P	50.4	A	103.2	P	136.4	P	132.2	P	113.4	P	38.7	A	131.1	P	151.2	P	91.3	P	128	P	123	P	95.7	P	270	P	434.5	P	389.8	P	168.8	A	123	P	81.3	A	450.2	P	332.5	P	169.9	A	224.9	P
YKL169C	YKL169C	146.8	P	109.9	P	161.5	P	250.2	P	223	P	131.2	P	158.9	P	81.8	P	219.1	P	101.9	P	104.1	P	105.7	P	105.4	P	118.5	P	112.5	P	81.8	P	219.1	P	312	P	175.2	A	164.7	P	97.8	A	187.4	P	115.4	A	132.9	P	88.4	A	51.8	P	130.8	P	102.4	P	42.6	P	100.4	P	112.7	P	107	P	106.9	P	416	P	263.7	P	554.6	P	844.1	P	624.9	P	347.5	P	416	P	363.8	P	629.1	P	1057.1	P	666.9	P	693.5	P
YKL170W	MRPL38	465.9	P	362.3	P	795.5	P	1001.5	P	833.4	P	689.1	P	699.4	P	384	P	125.2	P	611.3	P	327.1	P	416.5	P	409.9	P	341.7	P	389.5	P	384	P	125.2	P	274.2	P	392.3	P	177.3	P	238	P	245.1	P	209.5	P	833.9	P	921.1	P	810	P	284.4	P	300.2	P	383.5	P	337	P	381.6	P	398.1	P	232.2	P	359	P	151.7	P	376.6	P	592.1	P	351.9	P	389.1	P	359	P	81.3	P	370.8	P	180.5	P	175.7	A	216.7	P
YKL171W	YKL171W	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	41	A	20	A	54.4	A	20	A	47.5	A	76.6	A	20	A	20	A	20	A	20	A	20	A	20	A	20	A	80.3	P	134.1	P	113.9	A	267	A	148.2	P	366.7	P	549.7	P	148.6	A	198.2	A	267	A	218.8	A	297	A	198.1	A	67.5	A	155.5	A
YKL172W	EB12	1217.4	P	634.1	P	859.3	P	1393.4	P	1729	P	1385.7	P	1308.6	P	1345.3	P	1307.7	P	764.1	P	551.4	P	823.9	P	994.5	P	1022.9	P	886.3	P	1345.3	P	1307.7	P	472.8	P	567.5	P	721.3	P	1043.2	P	1074.2	P	1119.4	P	1832.8	P	781.1	P	1082.7	P	824.6	P	810.6	P	356.4	P	122.8	P	64.2	P	108.5	P	444.3	P	2352	P	725.2	P	355.9	P	183.6	P	1251.4	P	589.7	A	2352	P	114.5	A	260.1	P	861.7	P	1324.5	A	1623.3	P
YKL173W	GIN10	180.3	P	98.3	P	223.4	P	368.1	P	350	P	259	P	237.1	P	203.2	P	177.9	P	232.9	P	192.4	P	179.2	P	194	P	206.2	P	131.6	P	203.2	P	177.9	P	198.6	P	133.1	P	164.7	P	195.6	P	232.3	P	175.3	P	192.4	P	103.2	P	103.6	P	143.6	P	138.3	P	50.4	A	23.2	P	66.4	P	97	P	108.7	P	186	P	75.9	P	170.3	P	89.1	P	218.4	P	71	A	186	P	161.6	A	73.8	A	289	A	142	A	72.6	A
YKL174C	YKL174C	323.9	P	219.7	P	298.8	P	580	P	664.1	P	632.6	P	525.8	P	510.4	P	323	P	440.3	P	287.9	P	378.2	P	425.3	P	326.9	P	20	A	510.4	P	323	P	346.7	P	322.3	P	197.5	P	472.7	P	462	P	385.8	P	467.4	P	294.8	P	319.1	P	241.7	P	294.6	P	209.2	P	72.6	P	125	P	155.5	P	211.2	P	559	P	349.5	P	467.9	P	594.2	P	706.8	P	394	A	559	P	112.6	A	405.9	P	548.2	P	267.7	A	304.8	P
YKL175W	YKL175W	552.1	P	275.6	P	643.3	P	781.6	P	712.8	P	728.9	P	617.2	P	713.5	P	415.5	P	564	P	522	P	696.8	P	700.2	P	571.8	P	264.8	P	713.5	P	415.5	P	1024.4	P	399.4	P	418	P	590.1	P	785.4	P	630.3	P	646	P	479	P	564.5	P	590	P	622.4	P	375.8	P	301.1	P	550.1	P	580.8	P	539	P	1236	P	508.3	P	776.3	P	610.5	P	1004.1	P	694.9	P	1236	P	306.5	P	763.8	P	545.5	P	664.6	P	762.9	P
YKL176C	YKL176C	106.9	P	112.7	P	154.5	P	239	P	278	P	166	P	168.2	P	218	P	253.3	P	200.1	P	275.7	P	180.7	P	267.2	P	235.8	P	193.9	P	218	P	253.3	P	403.5	P	161.1	P	111	P	182.6	P	227.2	P	292.5	P	114.5	P	81.1	A	141.8	P	200.5	P	233.8	P	89.1	P	78.6	P	132.8	P	142.7	P	223.5	P	200	P	115.6	P	167.2	P	124.9	P	159.3	P	195.8	P	200	P	88.6	A	134.7	A	141.1	A	216.5	A	93.3	P
YKL177W	YKL177W	20	A	20	A	33.5	P	20	A	52.9	A	37.4	P	22.5	A	20	A	118.1	A	58.2	A	20	A	20	A	20	A	20	A	48.5	A	20	A	118.1	A	145	A	140.1	A	59.6	A	45.6	A	121.9	P	159.7	P	41.2	A	20	A	20	A	34.1	A	38.7	A	46.5	A	50.9	P	53.6	P	20	A	41.2	A	34	A	44.7	A	162.6	A	152.1	A	20	A	20	A	34	A	196.7	A	103.3	A	33.9	A	20	A	20	A
YKL178C	STE3	20	A	20	A	20	A	20	A	38.1	P	22.4	P	23.8	P	24.8	P	59.8	A	20	A	30.6	P	20	A	20	A	20	A	20	A	24.8	P	59.8	A	82	A	20	A	70.8	P	20	A	64.2	A	108.9	P	64.1	P	20	A	21.8	A	20	A	20	A	38.7	A	20	A	22.3	P	20	A	26.3	A	230	P	129	P	250.1	A	324.8	P	221.5	A	66.1	A	230	P	175.4	P	549.8	A	563.1	A	197.9	A	185.6	P
YKL179C	YKL179C	328.7	P	198.5	P	335.6	P	492.4	P	448.8	P	336.2	P	340.4	P	297.3	P	268.9	P	298.4	P	242.6	P	252.7	P	284	P	260.9	P	249.3	P	297.3	P	268.9	P	324.7	P	294.3	P	292.8	P	264.1	P	270.8	P	325.8	P	261.2	P	228.4	P	297.3	P	227.5	P	221.3	P	151.1	P	135.5	P	158.5	P	219.8	P	146.4	P	700	P	336.7	P	969.6	P	634.4	P	737.2	P	394	P	700	P	235.4	P	584.8	P	347.4	P	356.1	P	478.9	P
YKL180W	RPL17A	14409.7	P	11366	P	6639.6	P	11185.8	P	12416.9	P	9805.9	P	9760.5	P	12330.3	P	15248.2	P	13375.5	P	8365	P	8733.4	P	10402.2	P	9878.5	P	9655.7	P	12330.3	P	15248.2	P	8973.7	P	8323.4	P	9167.3	P	11553.8	P	12136.5	P	13171	P	20673.5	P	12026.5	P	11609.6	P	12163.4	P	13184.7	P	7577.3	P	5794.1	P	2595.5	P	1131.6	P	1544.2	P	23321	P	17952.6	P	11201.6	P	9479.3	P	19019.2	P	13372.3	P	23321	P	22519.3	P	13706.1	P	21419.4	P	31503.4	P	25007.3	P
YKL181W	PRS1	2270.5	P	1527.4	P	1398.8	P	2298.5	P	2719.1	P	1925.3	P	2068.9	P	2628.6	P	2229.7	P	1841.1	P	1166.5	P	1462.5	P	1634.3	P	1585.7	P	1661.8	P	2628.6	P	2229.7	P	1226.1	P	819.7	P	1252.6	P	1623.5	P	1583.6	P	1739.6	P	3129.4	P	1658.1	P	1859.9	P	1763	P	1865.9	P	1038.2	P	454.6	P	279	P	312.5	P	1277.8	P	7865	P	3534.7	P	2221.5	P	1641.4	P	3782.9	P	2887.3	P	7865	P	2659.1	P	2038.7	P	4114.3	P	6055.6	P	5471.2	P
YKL182W	FAS1	1980.1	P	1840.5	P	752.2	P	1332.9	P	2153.1	P	1997.5	P	1612	P	2281.7	P	1790.1	P	2321.4	P	2144.2	P	2254.2	P	2763.7	P	2346.6	P	20	A	2281.7	P	1790.1	P	1229.3	P	770.7	P	877	P	965	P	1765.9	P	1945.4	P	1218.8	P	1385.4	P	2588.1	P	1761.6	P	1931	P	1015	P	471.8	P	421.2	P	329.6	P	1418	P	5260	P	2586.1	P	1580.2	P	1600.2	P	2439	P	2858	P	5260	P	2107.9	P	2374.5	P	3655.6	P	5564.4	P	4821.3	P
YKL183W	YKL183W	170.7	P	133.9	P	182	P	243	P	254.1	P	209.2	P	205.3	P	329.5	P	138	P	287.5	P	253.6	P	223.6	P	275	P	206.2	P	233.7	P	329.5	P	138	P	69.3	A	112.1	P	93.9	P	140.2	P	181	P	174.4	P	210.8	A	331.6	P	185.4	P	220.4	P	249	P	244.1	P	63.7	P	67	P	47.1	P	131.5	P	446	P	125.5	P	105.1	P	117.3	A	201.7	P	20	A	446	P	36.9	A	254.6	A	308	P	179.2	A	216.7	A
YKL184W	SPE1	346.2	P	277.5	P	340.7	P	546.5	P	514.5	P	364.5	P	247.7	P	334.5	P	257.6	P	232.9	P	285.5	P	219	P	312.2	P	296.2	P	181.8	P	334.5	P	257.6	P	469.6	P	371.3	P	256.3	P	257.5	P	270.8	P	372.8	P	352.8	P	309.5	P	272.7	P	292.9	P	290.5	P	244.1	P	146.8	P	225.4	P	109.9	P	273.4	P	641	P	236.1	P	211.7	P	258.5	P	279.1	P	173.7	A	641	P	281.6	P	391.1	P	560.4	P	410.8	P	418.8	P
YKL185W	ASH1	312.7	P	234.2	P	467.8	P	473.2	P	367.7	P	263.2	P	455.6	P	267.6	P	320.2	P	356.6	P	349.2	P	381.3	P	248	P	252.9	P	316.8	P	267.6	P	320.2	P	545.3	P	84.1	A	222.8	P	192.3	P	403	P	362.7	P	229.1	P	243.2	P	439.1	P	183.4	P	174.3	P	81.4	A	47.2	P	87	P	41.4	P	43.8	P	1955	P	314.1	P	432.6	P	492.1	P	1037.5	P	736.5	P	1955	P	331.5	A	538.7	P	749	P	1007.9	P	1460.6	P
YKL186C	MTR2	480.3	P	316.1	P	277.4	P	526.6	P	628.1	P	593.6	P	622.5	P	344.4	P	212	P	352.9	P	189.9	P	353.7	P	439.4	P	251.7	P	264.8	P	344.4	P	212	P	113.5	A	392.3	P	130.4	P	453.2	P	210.5	P	243.6	P	774.3	P	596.9	P	526.3	P	216.1	P	239.3	P	232.4	P	95.1	P	97.6	P	148.4	P	145.5	P	894	P	397.7	P	688.1	P	488.8	P	715.9	P	423.3	P	894	P	355.5	P	494.4	P	559.1	P	505.1	P	570.1	P
YKL187C	YKL187C	20	A	20	A	127.1	P	67.7	P	90.3	P	73.1	P	35.8	P	32.2	P	52.6	A	61.9	A	20	A	27.6	P	21.8	P	20	P	24.2	A	32.2	P	52.6	A	53.6	A	20	A	20	A	65.2	P	68	A	26.8	A	20	A	20	A	32.7	A	20	A	20	A	20	A	20	A	28.5	P	68.5	P	26.3	P	27	A	42.5	A	164.2	A	92.3	A	103.1	A	20	A	27	A	59.1	A	95.9	A	168.3	P	27.9	A	74.6	A
YKL188C	PXA2	84.6	P	48.2	P	88.9	P	43	P	106.6	P	87.2	P	115.2	P	20	A	22.8	A	58.2	A	42.9	P	56.7	P	37.3	P	45.6	P	60.6	A	20	A	22.8	A	116.6	A	133.1	A	20	A	97.8	P	89.8	A	245.5	P	64.1	A	81.1	A	136.4	P	55.4	A	62.2	A	65.9	A	57.7	P	54.1	P	87	P	20	A	133	P	124.1	P	427.3	P	557.3	P	462.6	P	327.9	P	133	P	274.2	P	522.1	A	297.2	P	51.2	A	127.5	A
YKL189W	HYM1	178.7	P	132	P	203.4	P	308.3	P	297.8	P	173.5	P	230.5	P	143.7	P	214.9	P	149.2	P	140.9	P	160.8	P	124.6	P	173.1	P	206	P	143.7	P	214.9	P	668.2	P	105.1	A	198.9	P	247.8	P	299	P	423.6	P	192.4	P	162.1	P	125.4	P	149.3	P	136.9	P	54.2	P	128.1	P	116.6	P	151.3	P	113.9	P	161	P	95	A	566.9	P	753.9	P	832.7	P	511.4	A	161	P	452.4	P	1226.9	P	559.1	P	375.9	A	224.9	P
YKL190W	CNB1	809	P	554.1	P	996.6	P	1379.9	P	1519.4	P	1034.5	P	984.1	P	1035.6	P	596.2	P	1080.7	P	923.9	P	802.4	P	979.1	P	713.1	P	773.8	P	1035.6	P	596.2	P	951.9	P	1086	P	819.6	P	1297.5	P	1212.8	P	1089.9	P	957.6	P	538	P	660	P	642.6	P	713.7	P	433.9	P	492	P	751.5	P	881.9	P	622.2	P	702	P	163.8	P	350.6	P	361.7	P	653.7	P	195.8	A	702	P	427.5	P	1191.8	P	1485.9	P	656.4	P	887.3	P
YKL191W	DPH2	1187.1	P	679.4	P	573.9	P	1156	P	1630.2	P	1452.9	P	1335.1	P	1352.7	P	1358.9	P	658.6	P	593	P	756.5	P	928.9	P	865.7	P	872.4	P	1352.7	P	1358.9	P	400.3	P	693.6	P	694.5	P	844.4	P	970.2	P	742	P	1457	P	773.8	P	949.1	P	1117.5	P	1203.4	P	464.9	P	267.4	P	253.9	P	279.7	P	728.3	P	1992	P	447.3	P	339.8	P	442.1	P	486.9	P	227.6	A	1992	P	1409	P	706.6	P	2499.5	P	1702.7	P	1458.5	P
YKL192C	YKL192C	1972.1	P	1449.3	P	2456.3	P	2375	P	2897.6	P	2751.4	P	2031.8	P	2408.1	P	2500.1	P	3223.8	P	2913.7	P	2286.3	P	2653.2	P	2352.3	P	2340.4	P	2408.1	P	2500.1	P	4624	P	3839.4	P	1600.5	P	3690.4	P	2909.3	P	2434.5	P	3257.7	P	2188.7	P	2173.6	P	2358.7	P	2560.3	P	2002.8	P	1835.5	P	2456.6	P	3208	P	2643.2	P	5920	P	1926.8	P	2644.9	P	3834.7	P	4348.7	P	3207.9	P	5920	P	4750.4	P	6130.8	P	8942.3	P	5704.1	P	6222.8	P
