# From http://www.ebi.ac.uk/huber-srv/actinomycinD/ , Supplementary Table 1, Antisense artifacts in transcriptome microarray experiments are resolved by actinomycin D, Fabiana Perocchi+, Zhenyu Xu+, Sandra Clauder-Münster and Lars M. Steinmetz*. Nucleic Acids Research, 26 September 2007
orf	annotation	chr	start	end	strand	actd.level	no.actd.level	sense.fold.diff	sense.overlap	asense.actd.level	asense.no.actd.level	asense.fold.diff	asense.overlap
YHR060W	Verified	8	220726	221271	+	2.372943646	2.07065553	0.302288116	3	-1.665636208	-1.593895631	-0.071740577	4
YHR061C	Verified	8	221535	222479	-	1.976712819	1.690547301	0.286165518	3	-0.636482009	-0.428553477	-0.207928532	4
YHR062C	Verified	8	222878	223759	-	2.78577357	2.463282658	0.322490912	3	-0.375529603	-0.064100621	-0.311428981	4
YHR063C	Verified	8	224031	225170	-	3.663527385	3.551574679	0.111952707	3	-1.318063387	-0.394238281	-0.923825106	4
YHR064C	Verified	8	225526	227142	-	4.886372011	4.760172283	0.126199728	3	-1.359380003	0.518088731	-1.877468733	2
YHR065C	Verified	8	227533	229038	-	2.950146096	2.492441072	0.457705025	3	-1.453520404	-1.114799391	-0.338721013	4
YHR066W	Verified	8	229336	230697	+	2.68200199	2.330606636	0.351395354	3	-1.526805582	-1.314222538	-0.212583044	4
YHR067W	Verified	8	230971	231813	+	1.981602453	1.863098727	0.118503726	3	-1.15878362	-0.724915781	-0.433867839	4
YHR068W	Verified	8	232134	233297	+	3.839256306	3.985183518	-0.145927213	3	-1.467831135	-0.160226763	-1.307604373	4
YHR069C	Verified	8	233580	234659	-	3.073830318	2.82702778	0.246802538	3	-1.435070644	-0.553215234	-0.88185541	4
YHR070W	Verified	8	234882	236381	+	2.859520598	2.429400069	0.430120529	3	-0.171571405	-0.047261175	-0.12431023	4
YHR071W	Verified	8	237005	237694	+	3.116691025	2.384947795	0.73174323	3	-0.958421576	-0.478328425	-0.480093151	4
YHR072W	Verified	8	239099	241294	+	3.548075705	3.46003612	0.088039585	3	-1.272478744	0.115810349	-1.388289093	2
YHR072W-A	Verified	8	241665	241841	+	5.40070719	5.246869417	0.153837773	3	-1.489753709	0.022083963	-1.511837671	2
YHR073W	Verified	8	242583	245573	+	2.447259302	2.199422754	0.247836548	3	-1.547982128	-1.140870118	-0.407112011	4
YHR074W	Verified	8	246194	248338	+	3.20857597	3.139686612	0.068889358	3	-1.498225029	-0.493975885	-1.004249144	4
YHR075C	Verified	8	248440	249642	-	1.298594671	1.408366308	-0.109771636	3	-1.491521922	-1.396741665	-0.094780257	4
YHR076W	Verified	8	251102	252226	+	2.867431826	2.789398198	0.078033629	3	-0.219454208	-0.12593632	-0.093517888	4
YHR077C	Verified	8	252375	255757	-	2.625192268	2.13657216	0.488620108	3	-1.525670701	-1.205929092	-0.319741609	4
YHR078W	Uncharacterized	8	256361	258019	+	2.831941212	2.660584353	0.171356859	3	-1.537959235	-0.845161986	-0.692797249	4
YHR079C	Verified	8	258245	261592	-	1.965956494	1.628719114	0.33723738	3	-1.015846415	-0.953724258	-0.062122157	4
YHR079C-A	Verified	8	262402	262554	-	-1.438326363	-1.542738637	0.104412274	4	-1.671635677	-2.031081899	0.359446223	4
YHR080C	Uncharacterized	8	262802	266839	-	2.177770789	2.001987506	0.175783283	3	-1.500829058	-0.819440709	-0.68138835	4
YHR081W	Verified	8	267539	268093	+	3.241514758	2.825282938	0.416231821	3	-1.598047285	-0.987642841	-0.610404444	4
YHR082C	Verified	8	268460	271549	-	2.459597313	2.413374451	0.046222863	3	-1.542294331	-1.15367484	-0.388619491	4
YHR083W	Verified	8	272628	273617	+	3.331119808	3.29848361	0.032636198	3	-1.448284943	-0.348241039	-1.100043904	4
YHR084W	Verified	8	274175	276241	+	1.827044443	1.478213038	0.348831405	3	-1.451108254	-1.196606412	-0.254501841	4
YHR085W	Verified	8	276765	277769	+	2.234332235	1.468665523	0.765666712	3	-1.457384746	-1.375767482	-0.081617264	4
YHR086W	Verified	8	278154	279725	+	2.595106289	2.455663273	0.139443016	3	-1.538390631	-0.961793536	-0.576597095	4
YHR086W-A	Uncharacterized	8	280232	280393	+	-1.384727601	-1.598579233	0.213851632	4	0.156408458	-0.15041541	0.306823868	1
YHR087W	Uncharacterized	8	280821	281156	+	1.784328744	2.762062821	-0.977734077	3	-0.382080771	-0.33251836	-0.04956241	4
YHR088W	Verified	8	281496	282383	+	2.637239242	2.236612844	0.400626397	3	-1.526782419	-1.211543298	-0.315239121	4
YHR089C	Verified	8	282682	283299	-	5.086113522	4.690761086	0.395352436	3	-0.851154845	0.984589331	-1.835744176	2
YHR090C	Verified	8	283778	284626	-	1.473790245	1.17876137	0.295028874	3	-1.582725559	-1.606788098	0.024062539	4
YHR091C	Verified	8	284840	286771	-	1.558467633	1.279772511	0.278695122	3	-1.083778435	-0.784959222	-0.298819213	4
YHR092C	Verified	8	287131	288813	-	3.413133	3.713223785	-0.300090785	3	-1.252740469	-0.613691047	-0.639049421	4
YHR094C	Verified	8	290915	292627	-	4.298499534	4.303795779	-0.005296245	3	-1.137113349	0.313999577	-1.451112925	2
YHR096C	Verified	8	294671	296449	-	-1.172425033	-1.140800365	-0.031624668	4	0.322124873	0.000846313	0.321278559	3
YHR097C	Uncharacterized	8	297387	298611	-	1.855331188	1.918994001	-0.063662813	3	-1.316333817	-0.573216938	-0.743116878	4
YHR098C	Verified	8	299147	301936	-	3.280515727	3.222906544	0.057609184	3	-1.50483408	-0.687284403	-0.817549677	4
YHR099W	Verified	8	302763	313997	+	1.774442625	1.441656562	0.332786064	3	-1.608028674	-1.46848243	-0.139546245	4
YHR100C	Uncharacterized	8	314118	314675	-	1.827531552	1.701635313	0.125896239	3	1.426300155	1.16633058	0.259969574	3
YHR101C	Verified	8	314876	315970	-	1.763577393	1.809138894	-0.045561501	3	-1.205827711	-1.133215771	-0.07261194	4
YHR102W	Verified	8	316574	319816	+	1.789783038	1.479659632	0.310123406	3	-0.764394113	-0.421506804	-0.34288731	4
YHR103W	Verified	8	320416	322974	+	2.537863394	2.247536385	0.290327008	3	-1.593567825	-0.895723127	-0.697844698	4
YHR104W	Verified	8	323411	324394	+	3.268696533	3.866534668	-0.597838134	3	-1.263702777	0.16897842	-1.432681198	2
YHR105W	Uncharacterized	8	324768	325412	+	1.548975573	1.196797515	0.352178058	3	-1.488985687	-1.137145434	-0.351840253	4
YHR106W	Verified	8	325600	326628	+	2.374701794	2.285674956	0.089026837	3	-1.382348785	-0.5391495	-0.843199285	4
YHR107C	Verified	8	326815	328038	-	2.548068965	2.311330453	0.236738512	3	-1.415283365	-0.576861611	-0.838421755	4
YHR108W	Verified	8	328305	330062	+	3.703253422	3.680944726	0.022308695	3	-1.386539775	0.275361031	-1.661900807	2
YHR109W	Verified	8	330312	332069	+	1.164024728	1.088595875	0.075428853	3	-1.533357185	-1.420235537	-0.113121648	4
YHR110W	Verified	8	332284	332922	+	2.870309358	2.861431071	0.008878288	3	-0.960262832	0.170557221	-1.130820053	2
YHR111W	Verified	8	333074	334396	+	2.58467596	2.380595456	0.204080505	3	-0.423027791	-0.048957488	-0.374070303	4
YHR112C	Uncharacterized	8	334529	335665	-	2.761980882	2.669414781	0.092566101	3	0.216203842	0.319116067	-0.102912226	3
YHR113W	Uncharacterized	8	336339	337811	+	2.659203918	2.964201675	-0.304997757	3	-0.404168017	-0.224613332	-0.179554685	4
YHR114W	Verified	8	338085	339986	+	2.417603901	2.056669215	0.360934686	3	-1.351667701	-0.809229298	-0.542438404	4
YHR115C	Verified	8	340111	341361	-	2.701300281	2.705111018	-0.003810738	3	-1.175211904	-0.076460182	-1.098751721	4
YHR116W	Verified	8	341667	342122	+	2.707091185	2.772704066	-0.065612881	3	-0.725914367	-0.551631652	-0.174282716	4
YHR117W	Verified	8	342351	344270	+	2.676768297	2.497062431	0.179705866	3	-1.145398972	-0.400645802	-0.74475317	4
YHR118C	Verified	8	344323	345630	-	1.354654112	1.008305271	0.346348841	3	-1.444696725	-1.402290311	-0.042406414	4
YHR119W	Verified	8	346045	349287	+	2.175929639	1.924822371	0.251107268	3	-1.139477116	-1.075173319	-0.064303797	4
YHR120W	Verified	8	349576	352455	+	1.177484572	0.648462838	0.529021735	3	-1.558163875	-1.69765393	0.139490055	4
YHR121W	Uncharacterized	8	352758	353321	+	3.51090893	3.314291784	0.196617146	3	-1.403954652	-0.259696318	-1.144258334	4
YHR122W	Uncharacterized	8	353627	354322	+	2.451993916	2.079889816	0.3721041	3	-1.142695709	-0.932784394	-0.209911315	4
YHR123W	Verified	8	354817	356083	+	3.144738177	3.100424839	0.044313338	3	-1.452906312	-0.871398703	-0.581507609	4
YHR124W	Verified	8	356563	358446	+	-1.297360367	-1.489972931	0.192612564	4	0.971273146	0.563673037	0.407600109	3
YHR126C	Uncharacterized	8	359704	360183	-	-1.442928958	-1.70009953	0.257170572	4	-1.470641619	-1.683824639	0.21318302	4
YHR127W	Uncharacterized	8	360915	361646	+	2.875894152	2.701605084	0.174289068	3	-1.325135451	-0.661562297	-0.663573153	4
YHR128W	Verified	8	362117	362767	+	4.564895994	4.44433101	0.120564984	3	-1.141979997	0.115267448	-1.257247445	2
YHR129C	Verified	8	363001	364155	-	1.37199296	1.050159413	0.321833547	3	-1.462402162	-1.248974758	-0.213427404	4
YHR131C	Uncharacterized	8	365342	367894	-	2.440438702	2.077725766	0.362712937	3	-1.438849225	-1.006022145	-0.43282708	4
YHR132C	Verified	8	368504	369796	-	3.539670679	3.461675168	0.077995511	3	-1.407919739	-0.445570127	-0.962349612	4
YHR132W-A	Uncharacterized	8	370056	370451	+	2.601988548	2.53976595	0.062222598	3	-1.426755146	-0.92601301	-0.500742136	4
YHR133C	Uncharacterized	8	370724	371599	-	4.264476642	4.290535311	-0.026058669	3	-1.385222319	0.358243915	-1.743466235	2
YHR134W	Verified	8	371751	372560	+	2.537763552	2.160361754	0.377401798	3	-0.755388566	-0.309638377	-0.445750189	4
YHR135C	Verified	8	372696	374312	-	4.177824016	3.894562487	0.283261528	3	-0.519017097	0.901080083	-1.42009718	2
YHR136C	Verified	8	374656	375102	-	3.583827211	2.878727074	0.705100137	3	-1.418964545	-1.480175297	0.061210752	4
YHR137W	Verified	8	375711	377252	+	3.05450929	2.867111989	0.187397301	3	-1.473416794	-0.539457958	-0.933958836	4
YHR138C	Uncharacterized	8	377357	377701	-	3.283856025	3.583310806	-0.299454781	3	-1.348882689	-0.861308999	-0.48757369	4
YHR139C	Verified	8	378221	379201	-	-0.755887502	-0.755081573	-0.000805929	4	0.296078814	-0.343833223	0.639912037	1
YHR140W	Uncharacterized	8	380574	381293	+	1.147859449	1.8429831	-0.695123651	3	-0.885848471	-1.173342474	0.287494002	4
YHR141C	Verified	8	381992	382753	-	3.252404127	2.717340538	0.535063588	3	-1.560063408	-1.349960801	-0.210102607	4
YHR142W	Verified	8	383540	384490	+	3.242737247	3.196696226	0.046041021	3	1.521302857	1.369345727	0.15195713	3
YHR143W	Verified	8	385512	386489	+	5.32081686	5.363221489	-0.042404629	3	-0.689165045	2.389591169	-3.078756214	2
YHR143W-A	Verified	8	387235	387447	+	4.410243048	4.309637598	0.100605449	3	-1.122637848	0.395676167	-1.518314014	2
YHR144C	Verified	8	387790	388728	-	2.186282413	1.849268869	0.337013544	3	-1.577913706	-1.138239271	-0.439674435	4
YHR146W	Verified	8	390302	391699	+	3.224981263	2.931656044	0.293325218	3	-1.302526941	-0.349748466	-0.952778475	4
YHR147C	Verified	8	392641	393285	-	3.406211326	3.426296351	-0.020085025	3	-0.685522572	-0.629208769	-0.056313803	4
YHR148W	Verified	8	393536	394087	+	2.687342973	2.209120885	0.478222088	3	-1.441534307	-1.128939514	-0.312594793	4
YHR149C	Uncharacterized	8	394457	396661	-	2.726577011	2.293713612	0.432863399	3	-1.400679125	-0.899901778	-0.500777346	4
YHR150W	Verified	8	397253	398992	+	1.495737978	1.330705797	0.165032182	3	-1.492981246	-1.434647335	-0.058333911	4
YHR151C	Uncharacterized	8	399270	400850	-	1.662166862	1.394309656	0.267857205	3	-1.590985938	-1.48923486	-0.101751078	4
YHR152W	Verified	8	401436	401957	+	2.843427561	2.326956355	0.516471206	3	-1.081820655	-0.688348329	-0.393472326	4
YHR153C	Verified	8	402088	402684	-	0.136632154	0.134549299	0.002082854	3	-1.598133984	-1.886221244	0.28808726	4
YHR154W	Verified	8	402968	406180	+	1.476856999	1.186772986	0.290084013	3	-1.592367889	-1.549607539	-0.042760351	4
YHR155W	Uncharacterized	8	407105	410791	+	1.708679688	1.464758878	0.24392081	3	-1.588335152	-1.502580198	-0.085754954	4
YHR156C	Verified	8	411386	412408	-	0.401736603	0.043215909	0.358520693	3	-0.325018795	-0.60846477	0.283445975	4
YHR157W	Verified	8	412909	413457	+	0.334352053	0.302401846	0.031950207	3	-1.629807454	-1.736687876	0.106880422	4
YHR158C	Verified	8	413687	417181	-	2.100267967	1.738666165	0.361601803	3	-1.546005277	-1.092565585	-0.453439692	4
YHR159W	Uncharacterized	8	417551	419065	+	1.138684265	1.037325033	0.101359232	3	-1.453906025	-1.231563243	-0.222342782	4
YHR160C	Verified	8	419223	420074	-	-1.487484832	-1.482727215	-0.004757617	4	0.197533161	-0.079648169	0.27718133	1
YHR161C	Verified	8	420375	422288	-	3.166858934	2.849614642	0.317244292	3	-1.307803288	0.119582737	-1.427386025	2
YHR162W	Uncharacterized	8	423074	423463	+	5.063783324	4.900235262	0.163548062	3	-0.910253953	0.089154277	-0.999408229	2
YHR163W	Verified	8	423632	424474	+	3.988430383	4.053387328	-0.064956945	3	-1.185860603	-0.102328194	-1.083532409	4
YHR164C	Verified	8	424611	429179	-	0.293092135	-0.096490991	0.389583126	1	-1.594740657	-1.77058374	0.175843083	4
YHR165C	Verified	8	429708	436949	-	1.796442932	1.412969085	0.383473847	3	-1.556334249	-1.370882712	-0.185451537	4
YHR166C	Verified	8	437171	439051	-	1.274656853	1.026351426	0.248305426	3	-1.586897181	-1.564999724	-0.021897458	4
YHR167W	Verified	8	439343	440128	+	1.646519808	1.36180771	0.284712098	3	-1.249217515	-1.309542526	0.060325011	4
YHR168W	Verified	8	440378	441877	+	1.636717361	1.250011814	0.386705547	3	-1.328012475	-1.179811608	-0.148200867	4
YHR169W	Verified	8	442181	443476	+	3.090900038	2.577914692	0.512985346	3	-1.44471335	-0.762338275	-0.682375076	4
YHR170W	Verified	8	443828	445384	+	4.053938486	3.694862911	0.359075575	3	-1.478197376	-0.314590026	-1.16360735	4
YHR171W	Verified	8	445712	447604	+	0.962627859	0.954157021	0.008470838	3	-1.433743584	-1.62291672	0.189173136	4
YHR172W	Verified	8	448334	450805	+	1.314244023	0.975826373	0.33841765	3	-1.342794812	-1.361926324	0.019131512	4
YHR174W	Verified	8	451326	452639	+	5.937721716	5.88041288	0.057308836	3	-1.245993732	1.055540255	-2.301533987	2
YHR175W	Verified	8	452871	453440	+	3.22588257	3.518436292	-0.292553723	3	-1.132119773	0.022343758	-1.15446353	2
YHR175W-A	Uncharacterized	8	453557	453706	+	2.198537372	2.875563415	-0.677026044	3	-1.689324419	-1.628394397	-0.060930021	4
YHR176W	Verified	8	454228	455526	+	0.371806619	0.205460601	0.166346018	3	-1.005845651	-1.084859593	0.079013942	4
YHR177W	Uncharacterized	8	456590	457951	+	0.441386357	-0.175345531	0.616731888	1	0.695636818	0.548468819	0.147167999	3
YHR178W	Verified	8	459298	461529	+	1.519429161	1.298950467	0.220478694	3	-0.964733707	-0.792896158	-0.17183755	4
YHR179W	Verified	8	462501	463703	+	4.525077197	4.397173248	0.12790395	3	-1.135720276	0.888606509	-2.024326784	2
YHR181W	Uncharacterized	8	467227	467913	+	3.173225378	3.146146384	0.027078994	3	-1.189288743	-1.046106696	-0.143182047	4
YHR182W	Uncharacterized	8	468218	470575	+	0.264312281	-0.003111614	0.267423895	1	-1.310630824	-1.564552835	0.253922011	4
YHR183W	Verified	8	470959	472428	+	4.957939091	4.908444546	0.049494546	3	-1.260688022	0.622058455	-1.882746477	2
YHR184W	Verified	8	472743	474458	+	-1.369708968	-1.596821664	0.227112696	4	-1.62068185	-1.849240128	0.228558277	4
YHR185C	Verified	8	474626	475339	-	-1.476142513	-1.863962909	0.387820396	4	-1.570082646	-1.824234478	0.254151832	4
YHR186C	Verified	8	475998	480671	-	2.630463642	2.205358949	0.425104693	3	-1.540243675	-1.054190308	-0.486053368	4
YHR187W	Verified	8	480989	481918	+	3.225044554	2.946621616	0.278422938	3	-1.248676172	-0.850562901	-0.398113271	4
YHR188C	Verified	8	482004	483836	-	3.54901574	3.565700571	-0.01668483	3	-1.427053689	-0.086300217	-1.340753471	4
YHR189W	Verified	8	484027	484599	+	1.460888089	1.25251005	0.20837804	3	0.867751622	0.732587436	0.135164185	3
YHR190W	Verified	8	484844	486178	+	4.392417289	4.338240323	0.054176966	3	-1.388205578	0.184757317	-1.572962895	2
YHR191C	Verified	8	486229	486630	-	2.94007896	2.69647489	0.24360407	3	-1.049767016	-0.79847063	-0.251296386	4
YHR192W	Uncharacterized	8	486825	487661	+	3.334519554	3.190912928	0.143606626	3	-1.376179034	-0.805093882	-0.571085152	4
YHR193C	Verified	8	487711	488235	-	5.235091543	5.058914079	0.176177464	3	-1.006311351	0.852593854	-1.858905205	2
YHR194W	Verified	8	488656	490395	+	1.916925249	1.920534353	-0.003609103	3	-1.261735494	-0.876667608	-0.385067886	4
YHR195W	Verified	8	490746	491711	+	3.111434857	2.857899774	0.253535083	3	-0.639348923	-0.0738937	-0.565455223	4
YHR196W	Verified	8	491930	493657	+	2.915695253	2.529359685	0.386335568	3	-1.44386842	-1.018698443	-0.425169977	4
YHR197W	Verified	8	493895	496186	+	2.671774501	2.078583595	0.593190906	3	-1.461345102	-1.13682307	-0.324522033	4
YHR198C	Uncharacterized	8	496314	497279	-	1.94119091	2.141254704	-0.200063793	3	-1.050120394	-1.109774628	0.059654234	4
YHR199C	Uncharacterized	8	497489	498421	-	2.949393902	2.946819405	0.002574497	3	-1.129301674	0.391544486	-1.520846161	2
YHR199C-A	Uncharacterized	8	498570	498858	-	1.632910673	1.5914493	0.041461373	3	-0.834979518	-0.534773045	-0.300206472	4
YHR200W	Verified	8	499078	499884	+	3.750647642	3.760568618	-0.009920977	3	-1.274504205	-0.076954567	-1.197549637	4
YHR201C	Verified	8	499949	501142	-	3.316856161	3.067223742	0.249632418	3	-1.423566016	-0.94470997	-0.478856046	4
YHR202W	Uncharacterized	8	502387	504195	+	1.727911378	1.569897409	0.158013969	3	-1.116672801	-1.034786748	-0.081886053	4
YHR203C	Verified	8	504475	505529	-	1.983720095	2.534996892	-0.551276797	3	-1.550572413	-1.143155971	-0.407416442	4
YHR204W	Verified	8	506318	508708	+	3.156636837	3.021697441	0.134939396	3	-1.060257798	-0.239723389	-0.820534408	4
YHR205W	Verified	8	509362	511836	+	3.254258267	2.94403314	0.310225127	3	-1.306807638	-0.056533241	-1.250274397	4
YHR206W	Verified	8	512731	514599	+	3.346221559	2.800525176	0.545696383	3	-1.440996886	-0.122908202	-1.318088683	4
YHR207C	Verified	8	514904	516484	-	1.941241436	1.646272825	0.294968611	3	-1.374469707	-1.14388445	-0.230585257	4
YHR208W	Verified	8	517531	518712	+	4.62758105	4.324063345	0.303517705	3	-1.150046644	0.405160502	-1.555207146	2
YHR209W	Uncharacterized	8	519436	520311	+	0.934878891	1.119276059	-0.184397168	3	0.705053543	0.46335338	0.241700163	3
YHR210C	Uncharacterized	8	520711	521736	-	1.008022329	0.93433439	0.073687939	3	-1.436212071	-1.347551039	-0.088661032	4
YHR211W	Verified	8	525391	528618	+	1.180882833	1.155951347	0.024931485	3	-0.130077911	-0.388823693	0.258745783	4
YHR212W-A	Uncharacterized	8	538741	538944	+	NA	NA	NA	NA	NA	NA	NA	NA
YHR213W	Uncharacterized	8	539150	539746	+	NA	NA	NA	NA	NA	NA	NA	NA
YHR213W-A	Uncharacterized	8	540548	540781	+	NA	NA	NA	NA	NA	NA	NA	NA
YHR213W-B	Uncharacterized	8	540799	541098	+	-1.318012707	-1.112314241	-0.205698465	4	1.185604629	0.991014963	0.194589666	3
YHR214C-D	Uncharacterized	8	550647	550940	-	NA	NA	NA	NA	NA	NA	NA	NA
YHR214C-E	Uncharacterized	8	551199	551498	-	-1.340912839	-1.960683122	0.619770283	4	-1.24539268	-1.791187033	0.545794353	4
YHR214W	Uncharacterized	8	541650	542261	+	0.052990443	-0.714336855	0.767327298	1	1.24548096	0.915097335	0.330383625	3
YHR215W	Verified	8	552098	553501	+	4.911608254	4.052723353	0.858884901	3	-1.613278608	0.623616238	-2.236894845	2
YHR216W	Verified	8	554395	555966	+	3.855317601	3.511101326	0.344216275	3	-1.422849979	-0.112842773	-1.310007206	4
YHR218W	Uncharacterized	8	558013	559923	+	NA	NA	NA	NA	NA	NA	NA	NA
YHR219W	Uncharacterized	8	560172	562046	+	NA	NA	NA	NA	NA	NA	NA	NA
YIL001W	Uncharacterized	9	353937	355478	+	1.244155901	1.252604969	-0.008449068	3	-1.670304099	-1.652428728	-0.01787537	4
YIL002C	Verified	9	350588	353428	-	2.190131746	1.944563073	0.245568673	3	-1.536025465	-1.176580316	-0.359445149	4
YIL002W-A	Uncharacterized	9	350298	350507	+	3.90164901	3.99382764	-0.09217863	3	-1.193577621	-0.453490739	-0.740086882	4
YIL003W	Verified	9	349119	350000	+	2.460532451	2.09506898	0.365463471	3	-1.351052848	-1.095162653	-0.255890195	4
YIL004C	Verified	9	347943	348502	-	2.656416486	2.559142989	0.097273497	3	-0.584798583	-0.446504711	-0.138293872	4
YIL005W	Verified	9	345689	347794	+	2.576714435	2.434837911	0.141876523	3	-1.25877014	-0.369404691	-0.889365448	4
YIL006W	Verified	9	344059	345180	+	1.294029203	1.200425101	0.093604101	3	-1.266180988	-1.088871909	-0.177309079	4
YIL007C	Verified	9	342991	343653	-	1.815405314	1.607867392	0.207537922	3	-1.626028979	-1.328402395	-0.297626583	4
YIL008W	Verified	9	342533	342832	+	3.957846436	3.777300955	0.180545481	3	-1.133920549	-0.342271481	-0.791649068	4
YIL009C-A	Verified	9	335663	336209	-	2.591928026	2.604473893	-0.012545867	3	-1.615766377	-1.601744007	-0.01402237	4
YIL009W	Verified	9	339341	341425	+	2.675811955	2.042449525	0.63336243	3	-1.559527523	-1.285637011	-0.273890513	4
YIL010W	Verified	9	334879	335526	+	2.353491447	2.385116994	-0.031625547	3	-1.604266336	-1.446187246	-0.15807909	4
YIL011W	Verified	9	333724	334533	+	2.183579915	2.105841217	0.077738698	3	-0.645280208	-0.739985298	0.09470509	4
YIL013C	Verified	9	328205	332440	-	-0.221510672	-0.397482471	0.175971799	4	0.566006182	0.056523242	0.50948294	3
YIL014C-A	Uncharacterized	9	325210	325524	-	1.498499608	1.742619512	-0.244119903	3	-1.495425034	-1.466681435	-0.028743599	4
YIL014W	Verified	9	326101	327993	+	2.695573297	2.45302557	0.242547728	3	-1.618270082	-1.168564901	-0.449705181	4
YIL015W	Verified	9	322340	324103	+	-0.991700419	-1.278809488	0.287109069	4	-0.099455861	-0.656388064	0.556932203	4
YIL016W	Verified	9	321452	321931	+	2.329787219	2.387825573	-0.058038354	3	-0.894402381	-1.04778724	0.153384859	4
