# From Lipson et al. Nature Biotech (2009) supplementary table 1
# downloaded from http://www.nature.com.ezp-prod1.hul.harvard.edu/nbt/journal/v27/n7/extref/nbt.1551-S2.xls on 8/28/2009
orf	gene	chan7	chan8	chan9	chan10	chan11	chan12	chan.avg	stdev	inter.channel.cv	inter.prep.cv	microarray	nagalakshmi
YKL210W	UBA1	166.1	168.2	164.9	166.2	173	173.9	168.72	3.83	0.010	0.051	2619	NA
YKL211C	TRP3	95.9	95.4	92.9	96.2	92.8	98.2	95.23	2.08	0.017	0.006	1378	NA
YKL212W	SAC1	148.9	139.1	142.8	148.2	150.4	149.6	146.5	4.51	0.034	0.068	1156	NA
YKL213C	DOA1	73.4	81	73.6	76.9	73.8	72.2	75.15	3.26	0.057	0.054	1870	NA
YKL214C	YRA2	44.1	40.5	42.4	41.9	42.3	41.8	42.17	1.17	0.043	0.077	513	NA
YKL215C	YKL215C	36.2	33.2	34.1	34.7	33.9	33.3	34.23	1.11	0.045	0.030	810	NA
YKL216W	URA1	192.3	202.9	191.1	189.2	180.9	179.9	189.38	8.44	0.033	0.010	2046	NA
YKL217W	JEN1	27.4	26.9	27.2	23.3	22.5	25	25.38	2.12	0.009	0.088	302	NA
YKL218C	SRY1	60.4	62.3	61.9	61	61.4	63.3	61.72	1.02	0.016	0.012	347	NA
YKL219W	COS9	29.1	33.7	32	33.1	31.9	34.2	32.33	1.83	0.074	0.097	211	NA
YKL220C	FRE2	7.5	9.6	9.4	9.1	11.8	9.4	9.47	1.38	0.131	0.166	182	NA
YKL221W	MCH2	2.8	3.2	3.4	3.4	3.2	3.9	3.32	0.36	0.098	0.100	18	NA
YKL222C	YKL222C	24.2	24	21.7	25.6	24	24.2	23.95	1.26	0.060	0.033	284	NA
YKL223W	YKL223W	0	0	0	0.1	0	0	0.02	0.04	N/A	1.732	NA	NA
YKL224C	YKL224C	0	0	0	0	0	0	0	0	N/A	N/A	NA	NA
YKR001C	VPS1	132.9	131.2	132.9	134.2	132.7	132.4	132.72	0.97	0.007	0.009	1475	NA
YKR002W	PAP1	49.6	50.4	50.5	56.6	51.4	55.6	52.35	2.98	0.010	0.067	1313	NA
YKR003W	OSH6	71.1	70.5	65.5	72.6	72.6	66.2	69.75	3.14	0.045	0.029	1144	NA
YKR005C	YKR005C	15	17.1	19.1	19.2	18.6	17.3	17.72	1.6	0.120	0.123	149	NA
YKR006C	MRPL13	76.8	75.4	76.8	79.3	79.1	80.5	77.98	1.94	0.011	0.040	677	NA
YKR007W	MEH1	44.1	47.4	43.8	44.2	36.7	41.5	42.95	3.59	0.044	0.033	291	NA
YKR008W	RSC4	62.5	63.4	63	64.7	65.6	65.6	64.13	1.35	0.007	0.028	588	NA
YKR009C	FOX2	34.2	34.9	29.6	30.8	31.4	30.5	31.9	2.14	0.088	0.083	299	NA
YKR010C	TOF2	26.2	22.6	24.8	27.4	24.8	24.7	25.08	1.62	0.074	0.052	516	NA
YKR011C	YKR011C	39.9	38.1	38.4	41.8	40.2	38.7	39.52	1.4	0.025	0.031	953	NA
YKR012C	YKR012C	2.6	3.7	3.2	3.7	3.7	3.4	3.38	0.44	0.174	0.185	NA	NA
YKR013W	PRY2	259.7	261.4	262.8	258.2	260.4	255.8	259.72	2.47	0.006	0.031	2347	NA
YKR014C	YPT52	211.4	213	202.8	227.4	219.3	230	217.32	10.3	0.026	0.063	2231	NA
YKR015C	YKR015C	1.4	0.9	1.3	0.8	0.8	1.8	1.17	0.4	0.220	0.286	4	NA
YKR016W	YKR016W	48.8	49.1	45.5	49.8	48.3	52.9	49.07	2.39	0.042	0.020	862	NA
YKR017C	YKR017C	36.5	33.2	34.6	36.3	35.6	36.5	35.45	1.32	0.048	0.010	207	NA
YKR018C	YKR018C	100.4	90.7	99.1	94.5	96.4	96.6	96.28	3.45	0.054	0.035	1466	NA
YKR019C	IRS4	16.3	16.3	18.4	16.1	18	14.2	16.55	1.51	0.071	0.022	337	NA
YKR020W	VPS51	28.7	33.1	36	35.7	32	35.4	33.48	2.83	0.113	0.109	91	NA
YKR021W	ALY1	33.5	31.3	31.7	32.9	36.9	32.4	33.12	2.02	0.036	0.019	827	NA
YKR022C	NTR2	31.7	34.5	31.8	32.2	29.8	33.4	32.23	1.61	0.049	0.016	304	NA
YKR023W	YKR023W	32.5	32.1	35.5	34.7	32.9	33.4	33.52	1.32	0.056	0.048	487	NA
YKR024C	DBP7	69.2	71.5	73.4	75	70.9	72.9	72.15	2.05	0.029	0.041	1267	NA
YKR025W	RPC37	83	82	87.7	90.3	82	88.5	85.58	3.68	0.036	0.047	685	NA
YKR026C	GCN3	98.5	98.8	102.3	100.1	105.2	102.8	101.28	2.61	0.021	0.024	1313	NA
YKR027W	BCH2	44.8	43.3	43.9	43.7	42.2	44.6	43.75	0.94	0.017	0.044	590	NA
YKR028W	SAP190	83.7	81	80.6	84.1	83.6	81.7	82.45	1.53	0.021	0.032	1354	NA
YKR029C	SET3	27	25.3	28.6	27.5	27.4	29.4	27.53	1.41	0.061	0.032	516	NA
YKR030W	GMH1	67.6	63.1	62.2	63.6	71.2	65.3	65.5	3.38	0.045	0.052	1091	NA
YKR031C	SPO14	46	48.5	48.3	47.9	46.3	42.3	46.55	2.33	0.029	0.024	827	NA
YKR032W	YKR032W	0.1	0	0.1	0	0	0.1	0.05	0.05	0.866	1.732	NA	NA
YKR033C	YKR033C	0.8	0.5	0.8	0.9	0.7	1.4	0.85	0.3	0.247	0.265	NA	NA
YKR034W	DAL80	1.2	1.1	1.5	1.4	1	1.9	1.35	0.33	0.164	0.167	12	NA
YKR035C	OPI8	2.1	2.3	2.8	3	4.4	3.3	2.98	0.82	0.150	0.192	NA	NA
YKR035W-A	DID2	101.3	99.5	96.6	103	91.5	99.7	98.6	4.08	0.024	0.019	386	NA
YKR036C	CAF4	38.8	36	37	36.1	39.2	36.5	37.27	1.39	0.038	0.039	430	NA
YKR037C	SPC34	23.2	24.2	25	25.2	22.7	24	24.05	0.98	0.037	0.100	521	NA
YKR038C	KAE1	91.1	85.7	85.4	79.2	77	80.7	83.18	5.18	0.037	0.072	749	NA
YKR039W	GAP1	21.6	23	23.7	20.3	23	23	22.43	1.25	0.047	0.092	209	NA
YKR040C	YKR040C	6.4	5.7	4.9	6.5	4.6	4.8	5.48	0.84	0.132	0.061	NA	NA
YKR041W	YKR041W	9.6	9.2	8.2	9.1	9.5	9	9.1	0.5	0.080	0.062	35	NA
YKR042W	UTH1	1756.2	1767	1778.6	1701.7	1742.8	1704.8	1741.85	32.17	0.006	0.037	15962	NA
YKR043C	YKR043C	199.5	200.5	200.7	213.5	197.3	210.3	203.63	6.59	0.003	0.043	2305	NA
YKR044W	UIP5	30.7	31.7	33.6	31.2	28.6	30.6	31.07	1.63	0.046	0.023	294	NA
YKR045C	YKR045C	13.4	13.8	16.2	12.9	14.4	13.8	14.08	1.15	0.105	0.019	135	NA
YKR046C	PET10	45.3	49.5	47.7	50.2	50.1	45.8	48.1	2.18	0.044	0.051	441	NA
YKR047W	YKR047W	20.3	18.8	20.1	16.2	18.2	18.8	18.73	1.49	0.041	0.128	NA	NA
YKR048C	NAP1	136.2	138.7	136.5	133.6	129.2	131.9	134.35	3.47	0.010	0.012	934	NA
YKR049C	FMP46	22.2	21.8	22.8	22.1	23.1	25.4	22.9	1.31	0.023	0.055	133	NA
YKR050W	TRK2	30.4	29.6	26.6	29.3	27.1	27.4	28.4	1.56	0.069	0.038	479	NA
YKR051W	YKR051W	44.8	42.4	42.1	41.2	44	40.7	42.53	1.59	0.034	0.073	702	NA
YKR052C	MRS4	33.5	36.1	36.6	33	39.2	35.2	35.6	2.26	0.047	0.018	342	NA
YKR053C	YSR3	15	14.5	17.4	14.1	16.6	15.7	15.55	1.27	0.099	0.034	216	NA
YKR054C	DYN1	50.2	47.4	47	46.7	46.7	47.8	47.63	1.33	0.036	0.037	513	NA
YKR055W	RHO4	18.7	18.9	18.5	19.4	18.6	20.3	19.07	0.68	0.011	0.077	279	NA
YKR056W	TRM2	75.1	69.5	71.5	73.5	75.8	78.1	73.92	3.1	0.039	0.044	1135	NA
YKR058W	GLG1	56.8	54.8	54.7	58.7	58	58.9	56.98	1.88	0.021	0.023	713	NA
YKR059W	TIF1	623.8	619.2	620.5	638.7	629	642.6	628.97	9.74	0.004	0.023	NA	NA
YKR060W	UTP30	81.7	89.3	82.9	84	85.2	88.3	85.23	3.01	0.048	0.095	524	NA
YKR061W	KTR2	61.3	59.4	58.7	58.7	59.1	57.6	59.13	1.22	0.022	0.030	988	NA
YKR062W	TFA2	46	41.4	49.3	47.8	44.6	47.7	46.13	2.83	0.087	0.055	244	NA
YKR063C	LAS1	26.4	27.2	26.4	29.1	31.3	28.5	28.15	1.9	0.017	0.067	332	NA
YKR064W	YKR064W	36.2	35.5	36.4	38.5	37.4	36.3	36.72	1.06	0.013	0.034	813	NA
YKR065C	PAM17	89.4	90.9	88.3	88.9	95.3	96.4	91.53	3.47	0.015	0.035	710	NA
YKR066C	CCP1	100.4	107.8	104.8	104.1	110.8	106.2	105.68	3.53	0.036	0.024	775	NA
YKR067W	GPT2	65.2	64.4	65.7	63.6	65.6	63.5	64.67	0.98	0.010	0.111	622	NA
YKR068C	BET3	96.8	89	99.1	104	92.1	96.6	96.27	5.26	0.056	0.037	707	NA
YKR069W	MET1	44.7	41	40.3	41.8	40.6	43.1	41.92	1.69	0.056	0.034	584	NA
YKR070W	YKR070W	45.4	46.8	44.5	51.5	45.4	50.7	47.38	2.98	0.025	0.065	417	NA
YKR071C	DRE2	115.8	116	115.6	116.7	116.1	123.4	117.27	3.03	0.002	0.068	480	NA
YKR072C	SIS2	118.2	110.3	117.7	114.1	114.3	122.5	116.18	4.21	0.038	0.059	1391	NA
YKR073C	YKR073C	0.2	0.1	0.1	0.3	0.3	0.5	0.25	0.15	0.433	0.333	NA	NA
YKR074W	YKR074W	137.6	138.7	133.6	139.1	138.9	142.3	138.37	2.82	0.020	0.036	790	NA
YKR075C	YKR075C	306.4	313.8	321.4	306.4	314.7	314.1	312.8	5.7	0.024	0.026	2065	NA
YKR075W-A	YKR075W-A	5.5	5.8	4.9	5	5.5	5.9	5.43	0.41	0.085	0.187	NA	NA
YKR076W	ECM4	34.3	33.6	37.3	35	34.7	34.6	34.92	1.26	0.056	0.015	509	NA
YKR077W	YKR077W	33.6	32	32.2	29.1	32.7	30.8	31.73	1.58	0.027	0.082	627	NA
YKR078W	YKR078W	22	23.1	23.6	21.3	21.5	21.1	22.1	1.03	0.036	0.048	333	NA
YKR079C	TRZ1	42.7	41.4	40.3	38.9	38.5	43.5	40.88	2.02	0.029	0.048	809	NA
YKR080W	MTD1	202.3	202.1	203.1	206.8	207.6	217.5	206.57	5.85	0.003	0.053	2092	NA
YKR081C	RPF2	127.2	127.3	133.7	134.3	121.6	130.6	129.12	4.77	0.029	0.028	2079	NA
YKR082W	NUP133	63	63.3	68.7	68	62.2	62.8	64.67	2.88	0.049	0.044	1286	NA
YKR083C	DAD2	58.7	55.7	56.9	53.6	52.5	54.7	55.35	2.25	0.026	0.046	158	NA
YKR084C	HBS1	60.6	58	61.8	62.7	55.6	56.9	59.27	2.85	0.032	0.019	595	NA
YKR085C	MRPL20	61.5	63	61.9	64.4	63	64.5	63.05	1.24	0.013	0.027	467	NA
YKR086W	PRP16	40.5	45.5	46.1	45.6	45.4	47.5	45.1	2.38	0.070	0.120	363	NA
YKR087C	OMA1	69.2	66.4	66.4	69.3	64	64.7	66.67	2.21	0.024	0.006	445	NA
YKR088C	TVP38	78	73.4	75.7	77.9	76.6	81.3	77.15	2.64	0.030	0.022	1205	NA
YKR089C	TGL4	63.1	61.7	63.1	62.7	64.9	59.7	62.53	1.73	0.013	0.016	932	NA
YKR090W	PXL1	34	32.8	30.9	33.3	34.9	34.6	33.42	1.46	0.048	0.014	365	NA
YKR091W	SRL3	57.1	56.8	59.7	55.4	53.1	55.1	56.2	2.23	0.028	0.025	553	NA
YKR092C	SRP40	211.9	205.6	213.7	230.1	227.5	228.8	219.6	10.46	0.020	0.121	851	NA
YKR093W	PTR2	80.1	85.1	79.3	84.2	89.4	88.1	84.37	4.09	0.039	0.040	963	NA
YKR095W	MLP1	77.8	77.5	76.5	80.3	79.3	73.3	77.45	2.44	0.009	0.058	748	NA
YKR096W	YKR096W	60.9	60.2	58.1	66.8	66.9	68.1	63.5	4.25	0.024	0.135	905	NA
YKR097W	PCK1	19.6	20.6	18.8	20.8	21.8	21	20.43	1.07	0.046	0.094	191	NA
YKR098C	UBP11	45.5	47.4	47.5	49.4	50.3	49.6	48.28	1.8	0.024	0.046	544	NA
YKR099W	BAS1	52.7	55.5	59.7	60.9	59.2	58.1	57.68	3.05	0.063	0.075	960	NA
YKR100C	SKG1	59	58.7	60.2	67.5	68.2	63.8	62.9	4.25	0.013	0.082	1095	NA
YKR101W	SIR1	14	16.5	14.2	15.2	15.9	17.1	15.48	1.24	0.093	0.098	333	NA
YKR102W	FLO10	13	14	15.5	12.6	14.1	13.8	13.83	1.01	0.089	0.021	251	NA
YKR103W	NFT1	12.5	14.8	11.2	11.7	12.6	11.4	12.37	1.32	0.142	0.064	174	NA
YKR104W	YKR104W	6.2	5.9	5.2	6.4	5.5	5.6	5.8	0.45	0.089	0.016	244	NA
YKR105C	YKR105C	0.8	1.4	1.6	1	1.8	1	1.27	0.39	0.329	0.244	NA	NA
YKR106W	YKR106W	8.4	7	6.4	7.2	7.8	8.1	7.48	0.75	0.141	0.087	NA	NA
YLL001W	DNM1	62.8	61.1	62.9	59.3	63.6	62.6	62.05	1.58	0.016	0.030	601	NA
YLL002W	RTT109	20.6	24.5	23.7	23.2	21	22.8	22.63	1.53	0.090	0.062	309	NA
YLL003W	SFI1	29.6	27.5	29	23.7	28.5	23.8	27.02	2.62	0.038	0.115	552	NA
YLL004W	ORC3	29.2	28.9	30.5	32.5	33.9	32.4	31.23	2.01	0.029	0.055	727	NA
YLL005C	SPO75	0.8	1.3	1.1	1.5	1.5	1.9	1.35	0.38	0.236	0.354	121	NA
YLL006W	MMM1	20.3	22	19.2	21.8	24.7	21	21.5	1.87	0.069	0.058	487	NA
YLL006W-A	YLL006W-A	0	0.1	0.1	0.1	0	0	0.05	0.05	0.866	0.866	6	NA
YLL007C	YLL007C	20.1	19.3	20.3	21.2	18.4	20.9	20.03	1.04	0.027	0.034	187	NA
YLL008W	DRS1	130.2	128.6	135.6	136	126.3	141.2	132.98	5.57	0.028	0.102	1381	NA
YLL009C	COX17	222.3	213.6	220.8	194	199.6	195.4	207.62	12.84	0.021	0.095	463	NA
YLL010C	PSR1	59.2	55	54.3	61.7	60.1	61.8	58.68	3.28	0.047	0.036	576	NA
YLL011W	SOF1	71	71.4	66.2	66.2	69.2	68.3	68.72	2.26	0.042	0.105	1047	NA
YLL012W	YEH1	57.7	59.6	57.5	57.9	59.3	55.6	57.93	1.44	0.020	0.016	677	NA
YLL013C	PUF3	5.6	6.2	7.2	11.8	11.9	11.8	9.08	3.06	0.128	0.363	26	NA
YLL014W	YLL014W	196	197.8	192.6	193.5	193.9	197.3	195.18	2.15	0.014	0.012	1270	NA
YLL015W	BPT1	68.3	65	70.2	71.3	65.5	66.5	67.8	2.57	0.039	0.032	1621	NA
YLL016W	SDC25	21.4	22.8	21.9	24.4	20.8	21.1	22.07	1.34	0.032	0.077	NA	NA
YLL017W	YLL017W	0.8	0.8	1.3	0.8	1.1	1.2	1	0.23	0.299	0.075	NA	NA
YLL018C	DPS1	289.8	283.6	287.4	274.2	283.9	287.1	284.33	5.48	0.011	0.038	7515	NA
YLL018C-A	COX19	38.8	40	37.5	36.3	38.9	40.2	38.62	1.49	0.032	0.035	160	NA
YLL019C	KNS1	44.4	46	45.6	45.5	48	47.1	46.1	1.27	0.018	0.019	495	NA
YLL019W-A	YLL019W-A	0.2	0.2	0.2	0	0.4	0.1	0.18	0.13	0.000	0.866	NA	NA
YLL020C	YLL020C	6.4	6.6	6.2	6.8	9.2	7.7	7.15	1.13	0.031	0.088	NA	NA
YLL021W	SPA2	81	79.5	81.2	77.7	77.6	79.9	79.48	1.56	0.012	0.043	735	NA
YLL022C	HIF1	34.4	31.5	34.4	33	32.4	34.2	33.32	1.21	0.050	0.022	541	NA
YLL023C	YLL023C	118	116.4	116.8	117.6	122.4	121.6	118.8	2.55	0.007	0.036	1866	NA
YLL024C	SSA2	1821.6	1798.2	1837.5	1811.8	1761.4	1762.5	1798.83	31.32	0.011	0.003	11461	NA
YLL025W	YLL025W	8.4	12.3	11.4	11.4	10.4	10.2	10.68	1.35	0.191	0.263	754	NA
YLL026W	HSP104	234.2	236.4	242.1	226.1	228.6	229.6	232.83	5.9	0.017	0.040	3623	NA
YLL027W	ISA1	93.6	94	87.6	91	85.5	90.8	90.42	3.33	0.039	0.071	1351	NA
YLL028W	TPO1	211.6	211.3	202.2	212.8	207.6	211.5	209.5	3.99	0.026	0.004	2921	NA
YLL029W	YLL029W	87.4	88.4	86.1	88.3	87.7	90.1	88	1.32	0.013	0.041	922	NA
YLL030C	YLL030C	0	0.1	0	0	0	0	0.02	0.04	1.732	N/A	NA	NA
YLL031C	GPI13	70.4	69.3	68	70.6	72.3	74.5	70.85	2.29	0.017	0.019	1990	NA
YLL032C	YLL032C	23.6	24.1	23.6	22.1	20	23.3	22.78	1.52	0.012	0.064	317	NA
YLL033W	YLL033W	12.5	12.9	11.1	13.4	12.6	12.5	12.5	0.77	0.078	0.036	106	NA
YLL034C	RIX7	58.8	64.7	58.9	61.4	55.1	62.4	60.22	3.35	0.056	0.060	1274	NA
YLL035W	GRC3	30.1	30.6	26.1	29.3	31.8	28.6	29.42	1.96	0.085	0.033	423	NA
YLL036C	PRP19	54.9	56.6	52.9	58.9	55.5	60	56.47	2.63	0.034	0.043	1160	NA
YLL037W	YLL037W	3.7	3.7	4	3.6	3.3	2.7	3.5	0.45	0.046	0.165	NA	NA
YLL038C	ENT4	13.7	12.4	12.3	15.3	11.1	14.8	13.27	1.62	0.061	0.067	91	NA
YLL039C	UBI4	118.9	116.9	111.9	113.7	117.7	112.9	115.33	2.87	0.031	0.024	1321	NA
YLL040C	VPS13	61.1	56.4	59.3	62.3	60.8	62.6	60.42	2.29	0.040	0.011	1212	NA
YLL041C	SDH2	83.9	81.7	78	84.8	87.6	85.2	83.53	3.32	0.037	0.027	713	NA
YLL042C	ATG10	15.5	14.7	14.2	15.5	14.5	15.2	14.93	0.55	0.044	0.033	182	NA
YLL043W	FPS1	91.6	93.3	90.2	94.5	88.1	94.4	92.02	2.54	0.017	0.070	2126	NA
YLL044W	YLL044W	0.1	0.2	0	0.2	0.3	0	0.13	0.12	1.000	0.346	NA	NA
YLL045C	RPL8B	1753.5	1737.7	1753.2	1729.9	1691.3	1742	1734.6	23.08	0.005	0.070	10027	NA
YLL046C	RNP1	7.1	8.6	8.7	9.2	9.2	9.6	8.73	0.88	0.110	0.129	59	NA
YLL047W	YLL047W	7.2	7.3	5.6	6.6	5.9	6	6.43	0.71	0.142	0.153	NA	NA
YLL048C	YBT1	153.6	157.5	156.5	156.1	170	163.7	159.57	6.12	0.013	0.042	2653	NA
YLL049W	LDB18	53.1	51.2	53.3	57.2	58.4	54.7	54.65	2.71	0.022	0.103	338	NA
YLL051C	FRE6	69.2	72.2	65.1	74.3	68.1	69.4	69.72	3.21	0.052	0.042	1261	NA
YLL052C	AQY2	7.6	8.2	7.6	7.3	7.3	8.9	7.82	0.62	0.044	0.023	234	NA
YLL053C	YLL053C	6.7	8	7.5	8.5	8.4	7.8	7.82	0.66	0.089	0.154	610	NA
YLL054C	YLL054C	17.5	15.5	18.5	17.5	18.4	19.1	17.75	1.26	0.089	0.088	140	NA
YLL055W	YCT1	20.6	22.1	22.3	20.3	24	20.4	21.62	1.46	0.043	0.134	390	NA
YLL056C	YLL056C	22.2	22.9	21.3	22.8	24.3	21.7	22.53	1.06	0.036	0.026	328	NA
YLL057C	JLP1	6.8	6.5	6.1	5.1	6.4	6.4	6.22	0.59	0.054	0.144	56	NA
YLL058W	YLL058W	22.2	20.9	19.8	23.7	20.9	20.3	21.3	1.42	0.057	0.034	399	NA
YLL059C	YLL059C	6.6	6.9	6.9	7.6	5.9	7.2	6.85	0.58	0.025	0.114	NA	NA
YLL060C	GTT2	11.8	11.5	11.6	12.6	9.7	11.7	11.48	0.96	0.013	0.091	200	NA
YLL061W	MMP1	21.8	22.6	16.8	19.8	20.4	19.9	20.22	2.01	0.154	0.109	342	NA
YLL062C	MHT1	13.6	14.2	14.2	15.1	14.9	13.5	14.25	0.65	0.025	0.053	152	NA
YLL063C	AYT1	17.9	19.7	18.3	19	19.7	20.6	19.2	1	0.051	0.044	224	NA
YLL064C	YLL064C	2.6	7.5	4.2	3.8	3.9	3.7	4.28	1.67	0.524	0.417	1255	NA
YLL065W	YLL065W	1	2	1.4	0.3	3.2	2.9	1.8	1.12	0.343	0.515	NA	NA
YLL066W-A	YLL066W-A	0.4	0.6	0.2	0.3	0.8	0.1	0.4	0.26	0.500	0.333	NA	NA
YLL066W-B	YLL066W-B	0.8	1.1	1.8	0.5	1.6	1	1.13	0.49	0.416	0.509	25	NA
YLL067W-A	YLL067W-A	0.1	0	0.2	0	0.2	0	0.08	0.1	1.000	1.732	NA	NA
YLR001C	YLR001C	36	32.9	35.1	37.1	36.3	37.2	35.77	1.6	0.046	0.038	467	NA
YLR002C	NOC3	78.9	84.8	81	78	79.4	85.6	81.28	3.2	0.037	0.007	1129	NA
YLR003C	YLR003C	80.2	73.5	79.3	75	78.2	77.9	77.35	2.58	0.047	0.043	1389	NA
YLR004C	THI73	12.1	13.1	12.6	15.1	13.4	12.4	13.12	1.08	0.040	0.167	146	NA
YLR005W	SSL1	44.1	43.5	43.1	41.5	41.7	40.4	42.38	1.41	0.012	0.053	810	NA
YLR006C	SSK1	37.9	38.4	34.3	38.2	35.8	38.4	37.17	1.72	0.061	0.014	395	NA
YLR007W	NSE1	41.6	40.8	41.8	43.4	43.9	38.6	41.68	1.91	0.013	0.079	469	NA
YLR008C	PAM18	80.4	85.4	84.3	89.8	82	82.4	84.05	3.32	0.032	0.076	366	NA
YLR009W	RLP24	231.4	230.3	229.3	232.1	228.3	225.1	229.42	2.52	0.005	0.009	1523	NA
YLR010C	TEN1	32.5	29.7	29.1	27.8	28.8	28	29.32	1.71	0.060	0.119	113	NA
YLR011W	LOT6	28	30	30.4	29.3	26.3	29	28.83	1.49	0.044	0.023	352	NA
YLR012C	YLR012C	0.3	0.5	0.5	0.3	0.3	0.6	0.42	0.13	0.266	0.315	3	NA
YLR013W	GAT3	0.5	0.5	0.4	0.9	0.7	0.4	0.57	0.2	0.124	0.286	12	NA
YLR014C	PPR1	18.6	20.8	19.2	18.8	18.6	20	19.33	0.89	0.058	0.068	501	NA
YLR015W	BRE2	24.1	24.4	23.1	23.2	23	24.1	23.65	0.62	0.029	0.063	375	NA
YLR016C	PML1	28.4	27.9	27.8	34.6	29.8	30.3	29.8	2.56	0.011	0.138	365	NA
YLR017W	MEU1	69	72.4	72.7	69.1	68.7	69.6	70.25	1.81	0.029	0.061	1016	NA
YLR018C	POM34	40.7	37.4	36.4	40.2	37.4	39.4	38.58	1.75	0.059	0.115	452	NA
YLR019W	PSR2	81.1	84.2	83.1	77.7	74.5	73	78.93	4.61	0.019	0.024	774	NA
YLR020C	YEH2	67.4	67.1	66	65.9	65.8	69.1	66.88	1.28	0.011	0.026	717	NA
YLR021W	YLR021W	36.4	40.5	40.3	39.6	40.7	44.6	40.35	2.62	0.059	0.047	227	NA
YLR022C	SDO1	76.9	79.9	75.9	80.7	83.9	83.3	80.1	3.25	0.027	0.030	745	NA
YLR023C	IZH3	49.8	50.5	51.9	56.1	50.4	50.9	51.6	2.31	0.021	0.062	965	NA
YLR024C	UBR2	26.4	25.3	23.8	23.4	25.5	25.9	25.05	1.19	0.052	0.090	249	NA
YLR025W	SNF7	111	108.6	109.1	112.1	104.3	116.5	110.27	4.06	0.012	0.054	781	NA
YLR026C	SED5	56.5	58.3	58.3	58.6	56.9	60	58.1	1.26	0.018	0.018	173	NA
YLR027C	AAT2	355.2	348.9	344.8	347.4	353.4	340.5	348.37	5.44	0.015	0.012	5847	NA
YLR028C	ADE16	153.5	156.2	156.6	166.8	160.7	160.4	159.03	4.68	0.011	0.070	3526	NA
YLR029C	RPL15A	1623.9	1623.1	1639.8	1742.3	1798.2	1762.5	1698.3	78.29	0.006	0.035	5760	NA
YLR030W	YLR030W	3.5	2.2	3	3.1	2.5	3.2	2.92	0.48	0.226	0.129	47	NA
YLR031W	YLR031W	2.5	2.9	3.2	2.4	4	2.2	2.87	0.66	0.123	0.199	93	NA
YLR032W	RAD5	37.2	34	37.5	32.6	34.4	33.3	34.83	2.05	0.054	0.073	306	NA
YLR033W	RSC58	74.9	77	71.9	71.3	69.3	70.5	72.48	2.9	0.034	0.058	818	NA
YLR034C	SMF3	104.3	101.6	102	103.2	106	101.1	103.03	1.86	0.014	0.008	1431	NA
YLR035C	MLH2	17.6	16.8	18.5	15.6	15.3	15.3	16.52	1.34	0.048	0.062	161	NA
YLR035C-A	YLR035C-A	0.1	0.1	0.4	0.2	0.5	0.1	0.23	0.18	0.866	0.346	NA	NA
YLR036C	YLR036C	49.5	50.6	50.7	48.8	48.4	51.7	49.95	1.26	0.013	0.037	618	NA
YLR037C	DAN2	9.2	10.4	8.8	8.6	8.9	8.9	9.13	0.65	0.088	0.038	1453	NA
YLR038C	COX12	282.2	284.7	292.3	293.7	296.2	286.9	289.33	5.54	0.018	0.036	1137	NA
YLR039C	RIC1	49.8	46.7	45.8	51.3	50.5	49.4	48.92	2.18	0.044	0.017	713	NA
YLR040C	YLR040C	439.3	428.2	430.5	423.7	429.8	434.5	431	5.37	0.014	0.041	3614	NA
YLR041W	YLR041W	2.2	1.2	2	1.8	1.7	2.6	1.92	0.48	0.294	0.192	NA	NA
YLR042C	YLR042C	54.2	55.4	54.7	57.6	56.1	56.3	55.72	1.22	0.011	0.053	717	NA
YLR043C	TRX1	920.3	942.7	931.2	947.4	928.8	931.6	933.67	9.83	0.012	0.047	2809	NA
YLR044C	PDC1	7275.9	7290.5	7325.6	6926.5	7213.1	7007.4	7173.17	165.82	0.004	0.046	23379	NA
YLR045C	STU2	33.6	36.1	35.1	32.2	31.5	32.3	33.47	1.81	0.036	0.031	645	NA
YLR046C	YLR046C	24.9	23.3	27.7	24.3	23.9	22.3	24.4	1.84	0.088	0.060	764	NA
YLR047C	FRE8	17.6	15.7	15.3	16.1	14.9	14.9	15.75	1.02	0.076	0.054	170	NA
YLR049C	YLR049C	71.4	67.8	68.9	71.8	69.1	70.3	69.88	1.55	0.027	0.004	448	NA
YLR050C	YLR050C	60.1	59.5	62	65.2	65.2	61.2	62.2	2.48	0.022	0.053	712	NA
YLR051C	FCF2	117.5	113.1	119.1	122.8	121.3	121.5	119.22	3.54	0.027	0.047	1072	NA
YLR052W	IES3	73.1	69	70.8	72.9	74.2	72.9	72.15	1.9	0.029	0.011	449	NA
YLR053C	YLR053C	3.9	3.1	3.8	3.4	3.6	4	3.63	0.34	0.121	0.077	78	NA
YLR055C	SPT8	48.7	50.5	49.7	46.7	47.7	48.6	48.65	1.36	0.018	0.021	636	NA
YLR056W	ERG3	278.5	271.1	280.5	274.8	278.3	275.3	276.42	3.37	0.018	0.027	1930	NA
YLR057W	YLR057W	46.4	47.1	46.7	43.2	43.5	48.2	45.85	2.03	0.008	0.070	417	NA
YLR058C	SHM2	854.6	844.8	852.3	836.5	815.5	821.2	837.48	16.22	0.006	0.012	5200	NA
YLR059C	REX2	61.3	67.2	67.5	68.7	72.9	75.3	68.82	4.89	0.054	0.059	706	NA
