#Supplemental Table 3: Protein identification using 15 cm columns, 3 µm C18 beads and 140 min gradients.
#Protein IDs	Gene name	Uniprot	Peptides	Razor Peptides	Unique Peptides	Sequence Coverage [%]	Mol. Weight [kDa]	PEP	Intensity Exp1	Intensity Exp2	Intensity Exp3
orf	protein.name	gene.name	uniprot	peptides	razor.peptides	unique.peptides	sequence.coverage	mw	pep	intensity.exp1	intensity.exp2	intensity.exp3
YNL104C	2-isopropylmalate synthase;Alpha-IPM synthase;Alpha-isopropylmalate synthase	LEU4;N2173;YNL104C	P06208	7	7	5	16	68.4	9.4786E-58	4948000	7701500	1860800
YOR108W	2-isopropylmalate synthase 2, mitochondrial;Alpha-IPM synthase 2;Alpha-isopropylmalate synthase 2;Alpha-isopropylmalate synthase II	LEU9;YOR108W;YOR3227w	Q12166	3	1	1	5.8	67.2	0.000018005	129690	259040	102700
YKL073W	Heat shock protein 70 homolog LHS1	LHS1;YKL073W;YKL355	P36016	1	1	1	1.5	99.6	1.1775E-13	0	0	65051
YPL010W	Coatomer subunit zeta;Zeta-coat protein	LPA7W;RET3;YP8132.03;YPL010W	P53600	2	2	2	10.1	21.7	0.0044683	91571	0	25414
YPL079W	60S ribosomal protein L21-B	LPF6W;RPL21B;YPL079W	Q12672	7	1	1	40.6	18.3	1.7114E-66	0	901020	250800
YPL093W	Nucleolar GTP-binding protein 1	LPG15W;NOG1;YPL093W	Q02892	4	4	4	6.2	74.4	2.7719E-12	336150	523800	230280
YBR181C;YPL090C	40S ribosomal protein S6;RP9;S10;YS4	LPG18C;RPS101;RPS102;RPS10A;RPS10B;RPS6A;RPS6B;YBR1244;YBR181C;YPL090C	P02365;P05751;Q02894	7	7	7	42.4	27.0	8.0923E-67	21677000	25568000	20987000
YPL106C	Chaperone protein MSI3;Heat shock protein homolog SSE1	LPG3C;MSI3;SSE1;YPL106C	P32589	31	31	29	48.5	77.4	0	48926000	67387000	49387000
YPL131W	60S ribosomal protein L5;L1;L1a;Ribosomal 5S RNA-binding protein;YL3	LPI14W;RPL1;RPL1A;RPL5;YPL131W	P26321	4	4	4	15.5	33.7	1.6071E-31	11239000	8595700	11253000
YPL146C	Nucleolar protein 53;Ribosome biogenesis protein NOP53	LPI2C;NOP53;P2610;YPL146C	Q12080	1	1	1	5.1	52.6	2.1692E-06	0	26328	60160
YPL143W	60S ribosomal protein L33-A;L37;RP47;YL37	LPI4W;P2625;RPL33A;RPL37A;YPL143W	P05744	6	1	1	57.9	12.2	2.6451E-41	2624800	3041800	1881900
YGR136W	LAS seventeen-binding protein 1	LSB1;YGR136W	P53281	3	3	3	16.6	26.1	9.3875E-12	0	856680	417930
YPR154W	[PSI+] inducibility protein 3;LAS seventeen-binding protein 2	LSB2;PIN3;YPR154W	Q06449	2	2	2	15.8	23.5	2.4112E-54	178280	160670	123520
YOR142W	Succinyl-CoA ligase [ADP-forming] subunit alpha, mitochondrial;Succinyl-CoA synthetase subunit alpha	LSC1;YOR142W;YOR3352W	P53598	2	2	2	5.8	35.0	1.0602E-13	229370	271990	0
YGL099W	Large subunit GTPase 1	LSG1;YGL099W	P53145	1	1	1	2.2	72.7	0.00017786	0	0	44034
YER146W	Putative uncharacterized protein;U6 snRNA-associated Sm-like protein LSm5	LSM5;YER146W	D3DM53;P40089	1	1	1	14	10.4	3.095E-21	0	192440	472440
YPL004C	Sphingolipid long chain base-responsive protein LSP1	LSP1;YPL004C	Q12230	4	3	3	12.6	38.1	1.6583E-30	559890	1035000	908120
YHR098C	Lethal with SEC13 protein 1;Member of the Sec24p family; forms a complex, with Sec23p, that is involved in sorting of Pma1p into COPII vesicles; peripheral ER membrane protein; potential Cdc28p substrate;SEC24-related protein 3;SED5-binding protein 3	LST1;SFB3;YHR098C	D3DL48;P38810	1	1	1	1.4	104.0	0.0054606	0	0	128830
YIR034C	Lysine--2-oxoglutarate reductase;Saccharopine dehydrogenase [NAD+, L-lysine-forming]	LYS1;YIR034C	P38998	3	3	3	10.5	41.5	4.2849E-06	553280	0	237810
YIL094C	Homoisocitrate dehydrogenase, mitochondrial	LYS10;LYS11;LYS12;YI9910.02C;YIL094C	P40495	2	2	2	8.4	40.1	8.4142E-10	10053000	694190	418510
YNR050C	Saccharopine dehydrogenase [NADP+, L-glutamate-forming];Saccharopine reductase	LYS13;LYS9;N3461;YNR050C	P38999	11	11	11	38.6	48.9	3.3355E-232	7746800	3485500	3872700
YBR115C	Alpha-aminoadipate reductase;L-aminoadipate-semialdehyde dehydrogenase	LYS2;YBR0910;YBR115C	P07702	8	8	8	6.7	155.3	1.5237E-37	2390000	841150	473090
YDR234W	Homoaconitase, mitochondrial;Homoaconitate hydratase	LYS3;LYS4;YD8419.01;YD9934.18;YDR234W	P49367;Q66RF2;Q7LH77	6	6	6	12.7	75.2	1.1037E-36	495440	338490	302400
YKL029C	NAD-dependent malic enzyme, mitochondrial	MAE1;YKL029C	P36013	3	3	3	5.1	74.4	0.000011242	353320	70311	261810
YHR141C;YNL162W	60S ribosomal protein L42;L41;Maintenance of killer protein 18;Putative uncharacterized protein;YL27;YP44	MAK18;N1722;RPL41A;RPL41B;RPL42A;RPL42B;SCL41A;SCL41B;YHR141C;YNL162W	D3DL90;P02405	5	5	5	36.8	12.2	1.6867E-08	12154000	17594000	12107000
YHL033C	60S ribosomal protein L8-A;L4;L4-2;L7a-1;Maintenance of killer protein 7;Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein; mutation results in decreased amounts of free 60S subunits;RP6;YL5	MAK7;RPL4A;RPL8A;YHL033C	D3DKT5;P17076	17	4	4	69.1	28.1	3.4711E-156	2080300	2161500	1061900
YOR063W	60S ribosomal protein L3;Maintenance of killer protein 8;RP1;Trichodermin resistance protein;YL1	MAK8;RPL3;TCM1;YOR063W;YOR29-14	P14126;Q08459	14	14	14	38	43.8	1.396E-185	37225000	30525000	36461000
YBR299W;YGR292W	Alpha-glucosidase MAL12;Alpha-glucosidase MAL32;Maltase	MAL12;MAL1S;MAL32;MAL3S;MAL62;MAL6S;YBR2117;YBR299W;YGR292W	P38158;P53341	2	2	2	3.9	68.1	0.000016904	355470	3720600	99741
YLR093C	New v-SNARE 1;Synaptobrevin NYV1;Vacuolar v-SNARE NYV1	MAM2;NYV1;YLR093C	Q12255	2	2	2	10.3	29.0	0.00030202	0	74371	0
YIL070C	Mitochondrial acidic protein MAM33	MAM33;YIL070C	P40513;Q6Q5P4	2	2	2	10.9	30.1	2.5333E-08	155230	218720	144110
YBL091C	Methionine aminopeptidase 2;Peptidase M 2	MAP2;YBL0701;YBL091C	P38174;P89493	2	2	2	7.1	47.5	2.162E-35	136020	119650	118410
YNL131W	Mitochondrial 17 kDa assembly protein;Mitochondrial 22 kDa outer membrane protein;Mitochondrial import receptor subunit TOM22;Protein MAS17;Translocase of outer membrane 22 kDa subunit	MAS17;MAS22;MOM22;N1217;N1862;TOM22;YNL131W	P49334;Q36757	1	1	1	11.2	16.8	2.6953E-22	182960	234320	234900
YGR082W	Mitochondrial 20 kDa outer membrane protein;Mitochondrial import receptor subunit TOM20;Protein MAS20;Translocase of outer membrane 20 kDa subunit	MAS20;MOM19;TOM20;YGR082W	P35180	1	1	1	6	20.3	0.00016892	0	0	21040
YNL064C	Mitochondrial protein import protein MAS5;Yeast dnaJ protein 1	MAS5;N2418;YDJ1;YNL064C;YNL2418C	P25491	10	10	10	30.3	44.7	6.4079E-51	4121700	6173200	3031100
YNL121C	70 kDa mitochondrial outer membrane protein;Mitochondrial import receptor subunit TOM70;Translocase of outer membrane 70 kDa subunit	MAS70;N1905;OMP1;SCY_4674;TOM70;YNL121C	B0KZR5;B0KZS4;B0KZU2;B0KZY7;B0KZZ6;B0L005;B0L023;P07213	7	7	7	13.9	70.1	8.4749E-50	940120	1476600	703500
YOR298C-A	Multiprotein-bridging factor 1;Suppressor of frameshift mutations protein 13	MBF1;SUF13;YOR298C-A	O14467;Q7LGJ8;Q86ZS7	3	3	3	33.1	16.4	1.7741E-07	4316600	5989400	9935400
YHR200W	26S proteasome regulatory subunit RPN10;Putative uncharacterized protein	MCB1;RPN10;SUN1;YHR200W	D3DLE9;P38886	1	1	1	5.6	29.7	4.8803E-10	0	146960	114720
YKL150W	Mitochondrial cytochrome b reductase;NADH-cytochrome b5 reductase 2;NADH-cytochrome b5 reductase p32 form;NADH-cytochrome b5 reductase p34 form;p34/p32	MCR1;YKL150W;YKL605	A2TBM9;P36060	6	6	6	22.2	34.1	7.3649E-15	990600	1200800	700740
YKL085W	Malate dehydrogenase, mitochondrial	MDH1;YKL085W	P17505	8	8	8	34.4	35.7	1.279E-105	942410	2076800	1032500
YOL111C	Mating-deficient protein 2;Translation machinery-associated protein 24;Ubiquitin-like protein MDY2	MDY2;TMA24;YOL111C	Q12285	3	3	3	23.1	23.7	2.6341E-16	113580	299890	135880
YGR264C	Methionine--tRNA ligase;Methionyl-tRNA synthetase, cytoplasmic	MES1;YGR264C	P00958	20	20	20	32.1	85.7	1.0465E-150	4043000	6034000	3514400
YFR030W	Sulfite reductase [NADPH] flavoprotein component	MET10;YFR030W	P39692;Q12683	11	11	11	14.8	114.8	5.3979E-70	1570200	724640	483330
YKL001C	Adenosine-5'-phosphosulfate kinase;Adenylyl-sulfate kinase;ATP adenosine-5'-phosphosulfate 3'-phosphotransferase	MET14;YKL001C	Q02196	3	3	3	21.3	23.1	8.9198E-115	490150	426100	373740
YPR167C	3'-phosphoadenylylsulfate reductase;PAdoPS reductase;PAPS reductase, thioredoxin dependent;Phosphoadenosine phosphosulfate reductase	MET16;P9325.8;YPR167C	P18408;Q06212	1	1	1	3.1	30.4	1.6126E-13	40349	60921	36112
YNL241C	Glucose-6-phosphate 1-dehydrogenase	MET19;N1110;YNL241C;ZWF1	P11412	2	2	2	4.6	57.5	3.3428E-16	791730	398410	69473
YER091C	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase;Cobalamin-independent methionine synthase;Cobalamin-independent methionine synthase, involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs;Delta-P8 protein;Methionine synthase, vitamin-B12 independent isozyme	MET6;YER091C	D3DLZ8;P05694;P38010;Q02488;Q27JJ8	34	34	34	54.9	85.9	0	77260000	70098000	54840000
YCL043C	Protein disulfide-isomerase;Thioredoxin-related glycoprotein 1	MFP1;PDI1;TRG1;YCL043C;YCL313;YCL43C	P17967	20	20	20	51.9	58.2	0	36348000	35667000	29050000
YKL195W	Mitochondrial import inner membrane translocase TIM40;Mitochondrial intermembrane space import and assembly protein 40	MIA40;TIM40;YKL195W	P36046	1	1	1	3.5	44.5	0.0025748	0	0	169920
YBR084W	C-1-tetrahydrofolate synthase, mitochondrial;Formyltetrahydrofolate synthetase;Methenyltetrahydrofolate cyclohydrolase;Methylenetetrahydrofolate dehydrogenase	MIS1;YBR0751;YBR084W	P09440	1	1	1	1.6	106.2	2.6113E-07	37205	26323	0
YNL085W	MKT1;Mkt1p;Protein MKT1	MKT1;N2302;YNL085W	P40850;Q45T81;Q8TF87;Q8TF89;Q8TG45;Q8TG49;Q8TG52;Q8TG55	2	2	2	2.8	94.5	2.5511E-08	124880	200390	86222
YKL056C	Microtubule and mitochondria-interacting protein 1;Translation machinery-associated protein 19;Translationally-controlled tumor protein homolog	MMI1;TMA19;YKL056C;YKL312	P35691	8	8	8	35.3	18.7	6.544E-127	44466000	23756000	23446000
YBR015C	Mannan synthesis protein MNN2;Protein TTP1	MNN2;TTP1;YBR015C;YBR0220	P38069	3	3	3	6.2	67.8	2.8782E-10	60537	101870	153150
YGL068W	54S ribosomal protein L12, mitochondrial;Mitochondrial-nucleoid protein 1	MNP1;MRPL12;YGL068W	P53163	3	3	3	20.6	20.7	1.6951E-73	706120	1043700	953580
YNL070W	Mitochondrial import receptor subunit TOM7;Translocase of outer membrane 7 kDa subunit	MOM7;N2378;TOM7;YNL070W	P53507	1	1	1	21.7	6.9	0.00005942	0	57343	0
YPR133W-A	Mitochondrial import receptor subunit TOM5;Translocase of outer membrane 5 kDa subunit	MOM8A;TOM5;YPR133W-A	P80967	1	1	1	28	6.0	2.442E-29	0	192280	175440
YDL055C	ATP-mannose-1-phosphate guanylyltransferase;GDP-mannose pyrophosphorylase;Mannose-1-phosphate guanyltransferase;NDP-hexose pyrophosphorylase	MPG1;PSA1;SRB1;VIG9;YDL055C	P41940	11	11	11	29.9	39.6	2.8962E-278	50828000	21626000	17137000
YPR112C	Multiple RNA-binding domain-containing protein 1	MRD1;YPR112C	Q06106	2	2	2	1.8	101.1	1.1597E-07	121640	0	0
YDR033W;YBR054W	Membrane protein related to HSP30;Protein MRH1;Protein YRO2	MRH1;YBR0507;YBR054W;YD9673.03;YDR033W;YRO2	P38079;Q12117	3	3	3	13.4	36.2	2.5916E-49	2436600	6715000	4184300
YPR118W	Methylthioribose-1-phosphate isomerase;S-methyl-5-thioribose-1-phosphate isomerase	MRI1;P9642.7;YPR118W	Q06489	4	4	4	10.2	45.0	8.3876E-13	902900	245000	260230
YKL142W	Uncharacterized protein MRP8	MRP8;YKL142W;YKL3	P35719	8	8	8	42.5	25.1	6.7842E-58	3550500	1716300	785070
YHR005C-A	Essential protein of the mitochondrial intermembrane space, forms a complex with Tim9p (TIM10 complex) that delivers hydrophobic proteins to the TIM22 complex for insertion into the inner membrane;Mitochondrial import inner membrane translocase subunit TIM10;Mitochondrial intermembrane protein MRS11	MRS11;TIM10;YHR005BC;YHR005C-A	D3DKU9;P87108	5	5	5	77.4	10.3	3.1177E-79	1308900	1074800	421800
YML017W	Mitochondrial regulator of splicing 15;Polymerase suppressor protein 2;Protein PSP2	MRS15;PSP2;YM9571.01;YML017W	P50109;Q07170;Q870H3	2	2	2	3.4	65.6	1.7561E-12	0	134350	31999
YGR178C	PAB1-binding protein 1	MRS16;PBP1;YGR178C	P53297	5	5	5	7.2	78.8	2.3545E-18	366130	813660	25996
YKL009W	mRNA turnover protein 4	MRT4;YKL009W;YKL160	P33201	5	5	5	21.6	27.1	1.2434E-26	928590	1194900	608560
YML128C	Meiotic sister chromatid recombination protein 1	MSC1;YM4987.07C;YML128C	Q03104	7	7	7	16.2	59.6	5.3054E-52	261770	367470	260120
YHR039C	Meiotic sister-chromatid recombination protein 7;Msc7p;Putative aldehyde dehydrogenase-like protein YHR039C	MSC7;YHR039C	D3DKY6;P38694	6	6	6	10.4	71.3	3.8023E-24	165650	336940	242370
YDR194C	ATP-dependent RNA helicase MSS116, mitochondrial	MSS116;YD9346.05C;YDR194C	P15424	1	1	1	2.3	76.3	1.4421E-64	0	0	66694
YGL097W	Pheromone response pathway component SRM1;Protein PRP20;Regulator of chromosome condensation	MTR1;PRP20;SRM1;YGL097W	P21827	2	2	2	3.9	53.0	2.077E-16	152860	223000	88353
YER042W	Methionine-S-sulfoxide reductase, involved in the response to oxidative stress; protects iron-sulfur clusters from oxidative inactivation along with MXR2; involved in the regulation of lifespan;Peptide methionine sulfoxide reductase;Peptide-methionine (S)-S-oxide reductase;Protein-methionine-S-oxide reductase	MXR1;YER042W	D3DLU2;P40029	2	2	2	13	21.1	0.00005364	182540	0	68884
YKL129C	Actin-dependent myosin-I MYO3;Class I unconventional myosin MYO3;Myosin-3;Type I myosin MYO3	MYO3;YKL129C	P36006	1	1	1	0.9	142.5	0.00052271	24292	0	0
YMR109W	Actin-dependent myosin-I MYO5;Class I unconventional myosin MYO5;Myosin-5;Type I myosin MYO5	MYO5;YM9718.08;YMR109W	Q04439	2	2	2	1.6	136.9	0.0004611	69731	84481	0
YNL302C	40S ribosomal protein S19-B;RP55B;S16a;YS16B	N0422;RP55B;RPS16AB;RPS19B;YNL302C	P07281	7	1	1	56.9	15.9	1.5604E-84	0	0	450670
YNL301C;YOL120C	60S ribosomal protein L18;RP28	N0425;RP28A;RP28B;RPL18A;RPL18B;YNL301C;YOL120C	P07279	4	3	3	26.3	20.6	1.7131E-32	37502000	26379000	4867000
YNL292W	tRNA pseudouridine 55 synthase;tRNA pseudouridine synthase 4;tRNA pseudouridylate synthase 4;tRNA-uridine isomerase 4	N0480;PUS4;YNL292W	P48567	1	1	1	3.7	45.3	0.0035034	143460	0	0
YNL290W	Activator 1 40 kDa subunit;Replication factor C subunit 3	N0533;RFC3;YNL290W	P38629	2	2	2	6.8	38.2	5.2377E-15	63505	77314	20551
YNL287W	Coatomer subunit gamma;Gamma-coat protein	N0543;SEC21;YNL287W	P32074	7	7	7	11.3	104.8	3.3192E-47	494910	1323400	761080
YNL274C	Putative 2-hydroxyacid dehydrogenase YNL274C	N0631;YNL274C	P53839	1	1	1	3.7	38.8	8.3284E-14	0	93721	70890
YNL251C	Protein NRD1	N0868;NRD1;YNL251C	P53617	1	1	1	2.4	63.9	0.0023593	0	0	27301
YNL247W	Cysteine--tRNA ligase;Cysteinyl-tRNA synthetase	N0885;YNL247W	P53852	10	10	10	14	87.5	2.3373E-87	1104700	1276700	919830
YNL244C	Eukaryotic translation initiation factor eIF-1;Protein translation factor SUI1	N0905;RFR1;SUI1;YNL244C	P32911	4	4	4	50.9	12.3	1.7291E-46	3178500	2993900	2379800
YNL231C	Phosphatidylinositol transfer protein PDR16;Pleiotropic drug resistance protein 16;SEC14 homolog 3	N1158;PDR16;SFH3;YNL231C	P53860	2	2	2	6	40.7	0.00043329	0	0	139700
YNL134C	Uncharacterized protein YNL134C	N1214;N1847;YNL134C	P53912	7	7	7	25.3	41.2	7.8766E-121	645230	851240	2087600
YDL229W;YNL209W	Cold-inducible protein YG101;Heat shock protein SSB1;Heat shock protein SSB2	N1333;SSB1;SSB2;YDL229W;YG101;YNL209W	P11484;P40150;Q05834	18	18	18	47.8	66.6	0	272860000	142630000	105030000
YNL200C	Uncharacterized protein YNL200C	N1370;YNL200C	P40165	3	3	3	15.9	27.5	7.861E-12	1500700	53371	52331
YNL178W	40S ribosomal protein S3;RP13;YS3	N1653;RPS3;SUF14;YNL178W	P05750	6	6	6	22.9	26.5	1.9168E-41	15904000	11769000	8358900
YNL175C	Nucleolar protein 13	N1665;NOP13;YNL175C	P53883	2	2	2	4.2	45.7	0.000099384	112950	189570	176780
YNL160W	GP38;Protein YGP1	N1731;YGP1;YNL160W	P38616	9	9	9	30.5	37.3	1.1785E-91	11327000	8905500	20728000
YNL149C	Uncharacterized protein YNL149C	N1774;YNL149C	P53903	1	1	1	10.9	15.1	1.4044E-34	235380	0	0
YNL113W	AC19;DNA-directed RNA polymerases I and III 16 kDa polypeptide;DNA-directed RNA polymerases I and III subunit RPAC2;RPA19	N1937;RPC19;YNL113W	P28000	2	2	2	16.2	16.2	1.5042E-36	1710500	212670	656340
YNL110C	Nucleolar protein 15;Ribosome biogenesis protein 15	N1954;NOP15;YNL110C	P53927	2	2	2	7.3	25.4	0.000080037	118450	133830	83362
YNL096C	40S ribosomal protein S7-B	N2212;RPS7B;YNL096C	P48164	11	11	7	55.3	21.6	5.0612E-210	39226000	29015000	21714000
YNL079C	Tropomyosin-1	N2332;TPM1;YNL079C	P17536;Q45TY1	9	9	9	45.7	23.5	2.3934E-111	4134600	14753000	12198000
YNL069C	60S ribosomal protein L16-B;L21;RP23;YL15	N2377;RP23;RPL16B;RPL21B;YNL069C	P26785	8	8	6	37.4	22.2	2.0598E-44	3060900	3461900	6566500
YNL067W	60S ribosomal protein L9-B;L8;RP24;YL11	N2406;RPL8B;RPL9B;YNL067W;YNL2406W	P51401	9	2	2	52.9	21.7	5.6265E-72	125260	243730	187640
YNL061W	Nucleolar protein 2;Putative ribosomal RNA methyltransferase Nop2	N2428;NOP2;YNA1;YNL061W;YNL2428W	P40991	4	4	4	7.6	69.8	3.6916E-13	252880	328100	79336
YNL055C	Mitochondrial outer membrane protein porin 1;Voltage-dependent anion-selective channel protein 1	N2441;OMP2;POR1;VDAC1;YNL055C;YNL2441C	P04840	14	14	14	66.1	30.4	0	33578000	26148000	24692000
YNL045W	Leukotriene A(4) hydrolase;Leukotriene A-4 hydrolase	N2535;YNL045W	Q10740	2	2	2	3.3	77.4	2.1819E-14	88699	77522	132570
YNL016W	ARS consensus-binding protein ACBP-60;Nuclear and cytoplasmic polyadenylated RNA-binding protein PUB1;Poly uridylate-binding protein	N2842;PUB1;RNP1;YNL016W	P32588	5	5	5	13.2	50.8	2.0833E-19	2432000	2446000	3911700
YNL015W	Protease B inhibitors 2 and 1;Proteinase inhibitor I(B)2	N2844;PBI2;YNL015W	P01095	3	3	3	37.3	8.6	1.5738E-23	3973600	3507300	3956700
YNL010W	Uncharacterized phosphatase YNL010W	N2866;YNL010W	P53981	9	9	9	44.4	27.5	3.3245E-32	2724000	2632000	1974900
YNL007C	Protein SIS1	N2879;SIS1;YNL007C	P25294	11	11	11	32.1	37.6	5.4347E-66	8153700	13032000	1847800
YNR021W	UPF0674 endoplasmic reticulum membrane protein YNR021W	N3216;YNR021W	P53723	3	3	3	10.1	47.1	4.4317E-08	644140	50134	45634
YNR034W	6-phosphogluconolactonase-like protein 1	N3291;SOL1;YNR034W	P50278	1	1	1	2.8	35.7	0.0062084	58668	0	0
YNR046W	eRF1 methyltransferase subunit TRM112;Multifunctional methyltransferase subunit TRM112;tRNA methyltransferase 112	N3445;TRM112;YNR046W	P53738	2	2	2	18.5	15.1	5.715E-08	297530	217080	191300
YKR048C	Nucleosome assembly protein	NAP1;YKR048C	P25293;P87196	5	5	5	13.9	47.9	8.2489E-22	422640	440870	500750
YBL024W	Multisite-specific tRNA:m5C-methyltransferase;tRNA (cytosine-5-)-methyltransferase NCL1;tRNA methyltransferase 4	NCL1;TRM4;YBL024W;YBL0437	P38205	6	6	6	9.6	77.9	5.1912E-32	500600	950730	345040
YHR042W	NADP-cytochrome P450 reductase; involved in ergosterol biosynthesis; associated and coordinately regulated with Erg11p;NADPH--cytochrome P450 reductase	NCP1;NCPR1;PRD1;YHR042W	D3DKZ0;P16603	8	8	8	14.3	76.8	1.9505E-27	2164900	462200	597330
YKL067W	Nucleoside diphosphate kinase	NDK1;YKL067W;YKL333;YNK;YNK1	P36010	2	2	2	15.7	17.2	4.9868E-42	1173000	969990	160870
YPL226W	[NU+] prion formation protein 1	NEW1;P1445;YPL226W	Q05402;Q08972;Q7LHP2	17	17	17	15.8	134.3	7.6648E-127	1656800	2625300	1792900
YCL017C	Cysteine desulfurase, mitochondrial;tRNA-splicing protein SPL1	NFS1;SPL1;YCL017C;YCL17C	P25374	1	1	1	2.6	54.5	0.0031389	0	191360	0
YKL040C	NifU-like protein, mitochondrial	NFU1;NUB1;YKL040C;YKL253	P32860	3	3	3	11.7	29.2	1.8122E-07	234180	379180	341120
YGL221C	NGG1-interacting factor 3	NIF3;YGL221C	P53081	2	2	2	6.2	31.9	1.7422E-06	41012	0	43478
YFR052W	26S proteasome regulatory subunit RPN12;Nuclear integrity protein 1	NIN1;RPN12;YFR052W	P32496	8	8	8	35.4	31.9	9.4171E-148	1456600	581380	466150
YMR309C	Eukaryotic translation initiation factor 3 93 kDa subunit;Eukaryotic translation initiation factor 3 subunit C;Nuclear transport protein NIP1;Translation initiation factor eIF3, p93 subunit	NIP1;YM9924.01C;YM9952.11C;YMR309C	P32497	11	11	11	19.7	93.2	0	2626400	2201300	2870700
YHR170W	60S ribosomal export protein NMD3;Nmd3p;Nonsense-mediated mRNA decay protein 3	NMD3;YHR170W	D3DLB9;P38861	4	4	4	9.3	59.1	8.8218E-28	299550	116780	294510
YOR206W	Nucleolar complex protein 2	NOC2;YOR206W;YOX001	P39744;Q08625	2	2	2	2.8	81.6	0.000098342	46154	30273	0
YLR002C	Nucleolar complex-associated protein 3	NOC3;YLR002C	Q07896;Q92280	1	1	1	1.7	75.6	2.8203E-07	49729	0	36917
YHR072W-A	Constituent of small nucleolar ribonucleoprotein particles containing H/ACA-type snoRNAs, which are required for pseudouridylation and processing of pre-18S rRNA;H/ACA ribonucleoprotein complex subunit 3;Nucleolar protein 10;Nucleolar protein family A member 3;snoRNP protein NOP10	NOP10;YHR072W-A	D3DL22;Q6Q547	3	3	3	51.7	6.6	6.3834E-06	1696200	2836700	1768200
YOL041C	Nucleolar protein 12	NOP12;YOL041C	Q08208	2	2	2	6.8	51.9	0.000030536	0	94039	254680
YOR310C	Nucleolar protein 5;Nucleolar protein 58	NOP5;NOP58;O6108;YOR310C	Q12499	10	9	9	28.8	57.0	7.2729E-163	3076600	2752500	2967300
YGR103W	Nucleolar protein 7;Pescadillo homolog;Ribosomal RNA-processing protein 13	NOP7;RRP13;YGR103W;YPH1	P53261	2	2	2	3.6	69.9	0.00041395	0	97420	57212
YPR072W	General negative regulator of transcription subunit 5	NOT5;YP9499.27;YPR072W	Q12514	2	2	2	6.1	65.9	0.000036189	63675	265050	55262
YOR254C	Protein NPL1;Protein translocation protein SEC63;Sec62/63 complex 73 kDa subunit	NPL1;PTL1;SEC63;YOR254C	P14906;Q08690	1	1	1	1.8	75.3	6.9052E-09	0	66328	24199
YIL126W	ATP-dependent helicase STH1;Chromatin structure-remodeling complex protein STH1;Nuclear protein STH1/NPS1;SNF2 homolog	NPS1;STH1;YIL126W	P32597;Q45U09	2	2	2	1.5	156.7	0.00095263	23074	0	39590
YOR209C	Nicotinate phosphoribosyltransferase	NPT1;YOR209C	P39683;Q08626	9	9	9	25.9	49.0	3.5566E-103	1458500	2316600	403780
YER072W	Negative regulator of CDC42 protein 1;Phosphate metabolism protein 4;Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion;Vacuolar transporter chaperone 1	NRF1;PHM4;VTC1;YER072W	D3DLX7;P40046	1	1	1	9.3	14.4	0.012855	0	396500	0
YER126C	NOP7-associated protein 2;Nsa2p;Ribosome biogenesis protein NSA2	NSA2;SYGP-ORF47;YER126C	D3DM32;P40078	1	1	1	2.7	29.7	0.0035033	0	0	0
YKL068W	Nuclear pore protein NUP100/NSP100;Nucleoporin NUP100/NSP100	NSP100;NUP100;YKL068W;YKL336	Q02629	1	1	1	1.3	100.0	0.0027078	0	50340	46184
YDR001C;YBR001C	Alpha,alpha-trehalase;Alpha,alpha-trehalose glucohydrolase;Neutral trehalase;Probable trehalase	NTH;NTH1;NTH2;YBR001C;YBR0106;YD8119.07C;YDR001C	P32356;P35172	3	3	3	4.3	85.9	2.0911E-12	99340	0	72717
YDR150W	Nuclear migration protein NUM1	NUM1;PAC12;YD8358.06;YDR150W	Q00402;Q03767	5	5	5	12.3	313.0	4.5504E-10	671790	111370	0
YOR098C	Nuclear pore protein NUP1;Nucleoporin NUP1	NUP1;YOR098C;YOR3182C	P20676	2	2	2	2.4	113.6	0.0013499	1585900	34869	1089100
YGL092W	Nuclear pore protein NUP145;Nucleoporin NUP145;Nucleoporin NUP145C;Nucleoporin NUP145N	NUP145;RAT10;YGL092W	P49687	1	1	1	0.8	145.7	2.9815E-10	27085	24648	0
YOL109W	Protein ZEO1;Zeocin resistance protein 1	O0738;YOL109W;ZEO1	Q08245	8	8	8	61.1	12.6	5.8187E-99	6514600	9041800	11629000
YOL103W-B	Capsid protein;Gag-p45;Gag-Pol-p199;Integrase;p190;p23;p54;p60;p84;p90;Pol-p20;Pol-p63;Pol-p71;Reverse transcriptase/ribonuclease H;Transposon Ty1 TYA-TYB polyprotein;Transposon Ty1-OL Gag-Pol polyprotein;Ty1 protease;TY1A-TY1B	O0770;truncated TYB;TY1B-OL;YOL103W-B;YOLWTy1-1 POL	Q12273	17	1	0	13.6	198.6	3.9284E-191	287970	493820	293180
YOL061W	Phosphoribosyl pyrophosphate synthase 5;Ribose-phosphate pyrophosphokinase 5	O1213;PRPS5;PRS5;YOL061W	Q12265	3	3	3	11.1	53.5	8.4949E-10	72600	129970	0
